"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"157685","1005901","United Kingdom",0.00881944444444444,135,2123.93644444444,2015-02-02,5,5,5,555
"152310","1019549","United Kingdom",0.253530092592593,31,710.945322580645,2015-02-02,5,5,5,555
"112803","1016797","United Kingdom",0.281111111111111,44,64.9078217693182,2015-02-02,5,5,4,554
"166208","1000133","Netherlands",0.28193287037037,45,4.75926072902647,2015-02-02,5,5,3,553
"153810","1016509","Australia",0.492731481481481,6,73.1307666666667,2015-02-02,5,4,4,544
"112870","1002455","United Kingdom",0.565972222222222,5,18.1994526,2015-02-02,5,4,4,544
"177279","1016597","Ukraine",0.043587962962963,6,10.2058711187633,2015-02-02,5,4,3,543
"11023","1007732","Virgin Islands, British",0.784571759259259,5,5.43072099662601,2015-02-02,5,4,3,543
"224547","1021281","Dominica",0.120266203703704,5,0,2015-02-02,5,4,2,542
"294364","1017328","Seychelles",0.376701388888889,3,0,2015-02-02,5,3,2,532
"58740","1018289","Dominica",0.627986111111111,3,0,2015-02-02,5,3,2,532
"60338","1015050","India",0.563460648148148,1,8.24085128471322,2015-02-02,5,2,3,523
"58887","1009647","Malta",0.708229166666667,1,0,2015-02-02,5,2,2,522
"145370","1017587","United Kingdom",1.15659722222222,98,1433.78374693265,2015-02-02,4,5,5,455
"157057","1017553","United Kingdom",1.68255787037037,35,1263.28895428571,2015-02-02,4,5,5,455
"113779","1017539","United Kingdom",2.43813657407407,164,5.08891869329268,2015-02-02,4,5,3,453
"301316","1017571","Australia",1.40623842592593,16,3.229875,2015-02-02,4,5,2,452
"276816","1016798","Australia",2.50696759259259,7,30.2790714285714,2015-02-02,4,4,4,444
"243744","1017172","United Kingdom",2.46668981481481,6,27.4281986,2015-02-02,4,4,4,444
"67307","1016651","Malta",2.40207175925926,6,13.4309136711653,2015-02-02,4,4,3,443
"74918","1019487","UAE",1.23071759259259,3,540.89685829224,2015-02-02,4,3,5,435
"179922","1010509","Malta",1.68303240740741,2,9.66051795806742,2015-02-02,4,3,3,433
"294681","1016463","UAE",1.4962037037037,3,0,2015-02-02,4,3,2,432
"144952","1018336","United Kingdom",2.24087962962963,1,29.6182656,2015-02-02,4,2,4,424
"163319","1023343","Australia",1.02733796296296,1,0,2015-02-02,4,2,2,422
"63316","1013033","Malta",1.61927083333333,1,0,2015-02-02,4,2,2,422
"342213","1000138","United Kingdom",2.99471064814815,5,32.9109581,2015-02-02,3,4,4,344
"159901","1009382","Australia",2.90690972222222,4,0,2015-02-02,3,4,2,342
"153834","1014699","Australia",3.57616898148148,2,37.12,2015-02-02,3,3,4,334
"56358","1008007","Virgin Islands, British",3.77453703703704,3,35.195302361796,2015-02-02,3,3,4,334
"153809","1017285","Australia",10.3853356481481,3,28.3201333333333,2015-02-02,3,3,4,334
"113053","1022210","United Kingdom",6.06111111111111,2,10.95444,2015-02-02,3,3,3,333
"90195","1018787","UAE",6.29405092592593,2,3.60311907928887,2015-02-02,3,3,3,333
"371663","1011050","Virgin Islands, British",5.67032407407407,2,0,2015-02-02,3,3,2,332
"153791","1016649","Australia",9.47694444444445,1,168,2015-02-02,3,2,5,325
"153865","1006058","Australia",6.8378587962963,1,28.2,2015-02-02,3,2,4,324
"58612","1014786","Malta",4.57356481481481,1,0,2015-02-02,3,2,2,322
"220195","1017667","Seychelles",9.32145833333333,1,0,2015-02-02,3,2,2,322
"141324","1013556","United Kingdom",10.6047800925926,1,0,2015-02-02,3,2,2,322
"132465","1017843","United Kingdom",11.0485532407407,36,945.344726888889,2015-02-02,2,5,5,255
"63668","1016144","India",14.7360185185185,12,215.399071675302,2015-02-02,2,5,5,255
"344703","1017293","United Kingdom",12.3334375,32,1.2544004375,2015-02-02,2,5,2,252
"159155","1017307","Australia",13.1968402777778,11,0.977454545454545,2015-02-02,2,5,2,252
"377150","1018556","Russia",16.089837962963,10,0,2015-02-02,2,5,2,252
"281574","1017915","Australia",16.7411111111111,4,0,2015-02-02,2,4,2,242
"153928","1019028","Australia",13.1810648148148,2,153.79,2015-02-02,2,3,5,235
"111569","1015744","United Kingdom",17.5332175925926,2,18.07621515,2015-02-02,2,3,3,233
"159276","1000503","United Kingdom",13.9621875,2,5.151,2015-02-02,2,3,3,233
"276791","1019941","United Kingdom",13.1217708333333,3,0,2015-02-02,2,3,2,232
"343892","1008845","Russia",14.736712962963,2,0,2015-02-02,2,3,2,232
"63291","1010845","Seychelles",12.6756712962963,1,0,2015-02-02,2,2,2,222
"126452","1006661","UAE",14.8215972222222,1,0,2015-02-02,2,2,2,222
"192625","1011655","UAE",18.185625,10,120.354291460386,2015-02-02,1,5,5,155
"153625","1016366","United Kingdom",38.3182291666667,5,1.11195504,2015-02-02,1,4,2,142
"193134","1007702","India",38.1393981481481,3,103.979893626082,2015-02-02,1,3,5,135
"81636","1017345","Mauritius",19.3747453703704,2,77.1935991435246,2015-02-02,1,3,5,135
"162300","1001815","Australia",20.9419907407407,3,31,2015-02-02,1,3,4,134
"153764","1014095","Australia",20.5921412037037,3,11,2015-02-02,1,3,3,133
"289278","1008502","India",21.7515509259259,2,0,2015-02-02,1,3,2,132
"160783","1009005","New Zealand",25.7301157407407,2,0,2015-02-02,1,3,2,132
"136497","1016209","United Kingdom",38.5202430555556,1,412.776,2015-02-02,1,2,5,125
"112802","1017240","United Kingdom",23.3937037037037,1,43.659,2015-02-02,1,2,4,124
"153663","1016732","Australia",26.4671412037037,1,11,2015-02-02,1,2,3,123
"137290","1016334","UAE",22.5106597222222,1,0,2015-02-02,1,2,2,122
"67407","1016324","Dominica",22.5116666666667,1,0,2015-02-02,1,2,2,122
"132704","1018975","UAE",23.1852893518519,1,0,2015-02-02,1,2,2,122
"162891","1012366","Australia",35.6377083333333,1,0,2015-02-02,1,2,2,122
