"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"152013","1017539","United Kingdom",0.374537037037037,15,39.66398982,2015-01-14,5,5,4,554
"139596","1016797","United Kingdom",0.37474537037037,4,78.768277875,2015-01-14,5,4,4,544
"160251","1016798","Australia",1.45952546296296,4,7.4,2015-01-14,5,4,3,543
"153764","1014095","Australia",1.5921412037037,3,11,2015-01-14,5,3,3,533
"81636","1017345","Mauritius",0.37474537037037,2,77.1935991435246,2015-01-14,5,2,4,524
"156575","1017553","United Kingdom",2.09947916666667,7,0,2015-01-14,4,5,2,452
"162300","1001815","Australia",1.94199074074074,3,31,2015-01-14,4,3,4,434
"159556","1017915","Australia",3.50552083333333,3,0,2015-01-14,4,3,2,432
"289278","1008502","India",2.75155092592593,2,0,2015-01-14,4,2,2,422
"137290","1016334","UAE",3.51065972222222,1,0,2015-01-14,4,1,2,412
"160255","1017571","Australia",6.57502314814815,7,7.38257142857143,2015-01-14,3,5,3,353
"160783","1009005","New Zealand",6.73011574074074,2,0,2015-01-14,3,2,2,322
"112802","1017240","United Kingdom",4.3937037037037,1,43.659,2015-01-14,3,1,4,314
"67407","1016324","Dominica",3.51166666666667,1,0,2015-01-14,3,1,2,312
"132704","1018975","UAE",4.18528935185185,1,0,2015-01-14,3,1,2,312
"265626","1019549","United Kingdom",16.1401736111111,14,572.67,2015-01-14,2,5,5,255
"272666","1017293","United Kingdom",14.3833680555556,12,0,2015-01-14,2,5,2,252
"220954","1016144","India",14.522962962963,4,0,2015-01-14,2,4,2,242
"153663","1016732","Australia",7.4671412037037,1,11,2015-01-14,2,1,3,213
"162891","1012366","Australia",16.6377083333333,1,0,2015-01-14,2,1,2,212
"263772","1017587","United Kingdom",28.3318518518519,42,956.761599985714,2015-01-14,1,5,5,155
"54349","1011655","UAE",19.5466319444444,7,106.34044790502,2015-01-14,1,5,5,155
"153625","1016366","United Kingdom",19.3182291666667,5,1.11195504,2015-01-14,1,4,3,143
"220956","1018556","Russia",19.2187615740741,6,0,2015-01-14,1,4,2,142
"193134","1007702","India",19.1393981481481,3,103.979893626082,2015-01-14,1,3,5,135
"153645","1019941","United Kingdom",27.1171990740741,2,0,2015-01-14,1,2,2,122
"136497","1016209","United Kingdom",19.5202430555556,1,412.776,2015-01-14,1,1,5,115
