"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"155714","1017553","United Kingdom",0.331990740740741,36,1228.19759444444,2015-02-07,5,5,5,555
"303051","1012455","Cyprus",0.19193287037037,32,520.47566025,2015-02-07,5,5,5,555
"142088","1018531","United Kingdom",0.66431712962963,27,195.2716689,2015-02-07,5,5,4,554
"64682","1016651","Malta",0.513541666666667,11,152.697378955005,2015-02-07,5,5,4,554
"54435","1007732","Virgin Islands, British",0.180289351851852,12,130.115315987542,2015-02-07,5,5,4,554
"224898","1016347","Seychelles",0.342349537037037,10,100.764320270217,2015-02-07,5,5,4,554
"115090","1016797","United Kingdom",1.02481481481481,82,87.3702255818293,2015-02-07,5,5,4,554
"154935","1016798","Australia",0.832118055555556,11,32.8503181818182,2015-02-07,5,5,3,553
"346861","1008764","Australia",0.752962962962963,13,6.51538461538462,2015-02-07,5,5,2,552
"371678","1016597","Ukraine",0.191053240740741,17,5.06319618042252,2015-02-07,5,5,2,552
"132228","1017539","United Kingdom",0.376053240740741,200,4.1729133285,2015-02-07,5,5,2,552
"166201","1000133","Netherlands",0.665717592592593,83,3.67421639319601,2015-02-07,5,5,2,552
"124551","1006661","UAE",0.535787037037037,7,851.767245,2015-02-07,5,4,5,545
"66871","1009997","Seychelles",0.695983796296296,5,698.165847936674,2015-02-07,5,4,5,545
"66879","1017135","Dominica",0.408912037037037,6,142.676439396406,2015-02-07,5,4,4,544
"249707","1018147","United Kingdom",0.316203703703704,9,35.0932694,2015-02-07,5,4,4,544
"117811","1022024","United Kingdom",1.04949074074074,4,15.854865075,2015-02-07,5,4,3,543
"163324","1005340","Australia",1.02332175925926,4,0,2015-02-07,5,4,2,542
"152910","1022843","Cyprus",0.0436689814814815,2,726.16824,2015-02-07,5,3,5,535
"92435","1009737","United Kingdom",0.704907407407407,2,687.370693290942,2015-02-07,5,3,5,535
"95585","1011047","United Kingdom",0.527118055555556,3,213.003,2015-02-07,5,3,5,535
"252069","1000176","United Kingdom",0.166481481481481,2,2.57127,2015-02-07,5,3,2,532
"112599","1023438","United Kingdom",1.02481481481481,1,254.016,2015-02-07,5,2,5,525
"183148","1019484","Malta",0.1453125,1,160.982875374397,2015-02-07,5,2,4,524
"308697","1018296","UAE",0.243877314814815,1,0,2015-02-07,5,2,2,522
"378648","1014495","UAE",0.58224537037037,1,0,2015-02-07,5,2,2,522
"158391","1023410","Australia",1.02541666666667,1,0,2015-02-07,5,2,2,522
"157199","1005901","United Kingdom",1.90523148148148,172,3100.03674418605,2015-02-07,4,5,5,455
"300671","1019309","UAE",1.21789351851852,16,248.725509375,2015-02-07,4,5,5,455
"111641","1002455","United Kingdom",1.9572337962963,11,17.4612907636364,2015-02-07,4,5,3,453
"161654","1002153","Australia",1.94474537037037,10,7.01381,2015-02-07,4,5,2,452
"62019","1014786","Malta",1.49515046296296,8,748.809185078997,2015-02-07,4,4,5,445
"1258","1019750","UAE",2.12678240740741,4,529.539076693486,2015-02-07,4,4,5,445
"373479","1017819","UAE",1.63001157407407,9,178.516796050094,2015-02-07,4,4,4,444
"146506","1016705","United Kingdom",1.98369212962963,9,129.121406444444,2015-02-07,4,4,4,444
"180173","1018396","Seychelles",2.23612268518518,4,67.5408483119548,2015-02-07,4,4,4,444
"249375","1018265","United Kingdom",2.24668981481481,6,50.0705385,2015-02-07,4,4,4,444
"256575","1021612","United Kingdom",1.41386574074074,6,39.6654535,2015-02-07,4,4,4,444
"297422","1017668","United Kingdom",2.3206712962963,7,34.9783821428571,2015-02-07,4,4,3,443
"2639","1009031","Malta",1.67240740740741,6,34.9640434726186,2015-02-07,4,4,3,443
"145","1022046","Virgin Islands, British",1.0655787037037,4,26.9784868933299,2015-02-07,4,4,3,443
"69960","1006727","United Kingdom",1.29668981481481,8,22.4370052556449,2015-02-07,4,4,3,443
"346863","1012838","Australia",1.68002314814815,6,4.4,2015-02-07,4,4,2,442
"173233","1017323","UAE",1.31653935185185,3,432.721969006381,2015-02-07,4,3,5,435
"173366","1017303","UAE",1.38336805555556,2,324.541476754785,2015-02-07,4,3,5,435
"101536","1011302","UAE",1.66568287037037,2,31.95045,2015-02-07,4,3,3,433
"286068","1022520","New Zealand",1.0534375,3,24.5643333333333,2015-02-07,4,3,3,433
"291157","1019637","Malta",2.13230324074074,2,5.36627211140244,2015-02-07,4,3,2,432
"293686","1017767","UAE",2.30447916666667,2,0,2015-02-07,4,3,2,432
"66722","1017432","India",2.36078703703704,2,0,2015-02-07,4,3,2,432
"163194","1007736","Australia",1.78471064814815,1,7.9,2015-02-07,4,2,2,422
"90932","1009856","India",1.7008912037037,1,0,2015-02-07,4,2,2,422
"60275","1009001","UAE",1.73059027777778,1,0,2015-02-07,4,2,2,422
"376749","1023230","Seychelles",2.03099537037037,1,0,2015-02-07,4,2,2,422
"287144","1016305","Virgin Islands, British",2.47702546296296,17,1057.47126901166,2015-02-07,3,5,5,355
"149180","1017843","United Kingdom",4.14133101851852,37,1032.42865318919,2015-02-07,3,5,5,355
"362713","1019549","United Kingdom",4.23188657407407,32,688.72828125,2015-02-07,3,5,5,355
"75745","1015348","Virgin Islands, British",3.55355324074074,24,568.704580846094,2015-02-07,3,5,5,355
"347242","1016366","United Kingdom",3.40773148148148,11,1.01121099545455,2015-02-07,3,5,2,352
"73995","1017080","Seychelles",3.41351851851852,5,270.602618907345,2015-02-07,3,4,5,345
"286402","1009288","Norway",2.48674768518519,6,108.890698673658,2015-02-07,3,4,4,344
"284266","1007546","Australia",3.78836805555556,6,28.4499666666667,2015-02-07,3,4,3,343
"180108","1018588","Virgin Islands, British",3.65217592592593,5,11.4156176585493,2015-02-07,3,4,3,343
"92457","1016463","UAE",2.48513888888889,4,0,2015-02-07,3,4,2,342
"89987","1017328","Seychelles",3.38886574074074,4,0,2015-02-07,3,4,2,342
"292852","1012845","UAE",2.62435185185185,2,3359.80158988727,2015-02-07,3,3,5,335
"284981","1014897","Australia",2.56943287037037,3,77.2933333333333,2015-02-07,3,3,4,334
"161808","1009882","New Zealand",2.70037037037037,3,55.3333333333333,2015-02-07,3,3,4,334
"243393","1016643","United Kingdom",3.47671296296296,2,19.08292668,2015-02-07,3,3,3,333
"162395","1001764","Australia",2.94350694444444,2,12.06225,2015-02-07,3,3,3,333
"160639","1000503","United Kingdom",2.87921296296296,3,3.434,2015-02-07,3,3,2,332
"59076","1016508","Malta",2.49310185185185,2,0,2015-02-07,3,3,2,332
"141239","1018673","United Kingdom",2.6121875,3,0,2015-02-07,3,3,2,332
"142084","1012144","United Kingdom",3.1830787037037,2,0,2015-02-07,3,3,2,332
"176183","1005526","Malta",2.84869212962963,1,399.237530928506,2015-02-07,3,2,5,325
"241110","1012925","United Kingdom",3.62190972222222,1,276.906,2015-02-07,3,2,5,325
