"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"340975","1017587","United Kingdom",0.0813425925925926,59,1019.29757965085,2015-01-20,5,5,5,555
"147524","1016797","United Kingdom",0.196828703703704,12,106.62288525,2015-01-20,5,5,4,554
"153298","1017539","United Kingdom",0.196608796296296,25,24.037168932,2015-01-20,5,5,4,554
"159155","1017307","Australia",0.196840277777778,11,0.977454545454545,2015-01-20,5,5,2,552
"298365","1017553","United Kingdom",0.0839351851851852,9,2449.28785255556,2015-01-20,5,4,5,545
"153928","1019028","Australia",0.181064814814815,2,153.79,2015-01-20,5,3,5,535
"276791","1019941","United Kingdom",0.121770833333333,3,0,2015-01-20,5,3,2,532
"298778","1019549","United Kingdom",1.62883101851852,21,950.265714285714,2015-01-20,4,5,5,455
"63668","1016144","India",1.73601851851852,12,215.399071675302,2015-01-20,4,5,5,455
"298023","1017843","United Kingdom",1.29215277777778,6,2659.02707633333,2015-01-20,4,4,5,445
"159276","1000503","United Kingdom",0.9621875,2,5.151,2015-01-20,4,3,3,433
"167505","1000133","Netherlands",0.347604166666667,3,0,2015-01-20,4,3,2,432
"343892","1008845","Russia",1.73671296296296,2,0,2015-01-20,4,3,2,432
"126452","1006661","UAE",1.82159722222222,1,0,2015-01-20,4,2,2,422
"192625","1011655","UAE",5.185625,10,120.354291460386,2015-01-20,3,4,4,344
"160251","1016798","Australia",7.45952546296296,4,7.4,2015-01-20,3,4,3,343
"377150","1018556","Russia",3.08983796296296,10,0,2015-01-20,3,4,2,342
"281574","1017915","Australia",3.74111111111111,4,0,2015-01-20,3,4,2,342
"81636","1017345","Mauritius",6.37474537037037,2,77.1935991435246,2015-01-20,3,3,4,334
"111569","1015744","United Kingdom",4.53321759259259,2,18.07621515,2015-01-20,3,3,3,333
"153764","1014095","Australia",7.5921412037037,3,11,2015-01-20,3,3,3,333
"160255","1017571","Australia",12.5750231481481,7,7.38257142857143,2015-01-20,2,4,3,243
"162300","1001815","Australia",7.94199074074074,3,31,2015-01-20,2,3,4,234
"289278","1008502","India",8.75155092592593,2,0,2015-01-20,2,3,2,232
"112802","1017240","United Kingdom",10.3937037037037,1,43.659,2015-01-20,2,2,4,224
"137290","1016334","UAE",9.51065972222222,1,0,2015-01-20,2,2,2,222
"67407","1016324","Dominica",9.51166666666667,1,0,2015-01-20,2,2,2,222
"132704","1018975","UAE",10.1852893518519,1,0,2015-01-20,2,2,2,222
"272666","1017293","United Kingdom",20.3833680555556,12,0,2015-01-20,1,5,2,152
"153625","1016366","United Kingdom",25.3182291666667,5,1.11195504,2015-01-20,1,4,3,143
"193134","1007702","India",25.1393981481481,3,103.979893626082,2015-01-20,1,3,4,134
"160783","1009005","New Zealand",12.7301157407407,2,0,2015-01-20,1,3,2,132
"136497","1016209","United Kingdom",25.5202430555556,1,412.776,2015-01-20,1,2,5,125
"153663","1016732","Australia",13.4671412037037,1,11,2015-01-20,1,2,3,123
"162891","1012366","Australia",22.6377083333333,1,0,2015-01-20,1,2,2,122
