"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"682346","1017843","United Kingdom",0.231643518518519,66,911.356881333333,2015-02-10,5,5,5,555
"163153","1017307","Australia",0.602650462962963,72,665.802311111111,2015-02-10,5,5,5,555
"709386","1019549","United Kingdom",0.444953703703704,42,619.170738095238,2015-02-10,5,5,5,555
"57956","1022046","Virgin Islands, British",0.304189814814815,23,610.164844838578,2015-02-10,5,5,5,555
"625750","1016144","India",0.497939814814815,40,438.666189001479,2015-02-10,5,5,5,555
"121879","1019309","UAE",0.144895833333333,39,347.727534615385,2015-02-10,5,5,5,555
"138199","1018650","United Kingdom",0.599699074074074,11,243.254597727273,2015-02-10,5,5,5,555
"118987","1018531","United Kingdom",0.152083333333333,50,242.151722316,2015-02-10,5,5,5,555
"57921","1007732","Virgin Islands, British",0.535092592592593,20,167.273752225539,2015-02-10,5,5,4,554
"135405","1012209","UAE",0.445393518518518,16,116.61147736875,2015-02-10,5,5,4,554
"233458","1016797","United Kingdom",0.527048611111111,138,66.3340427172464,2015-02-10,5,5,4,554
"418402","1015416","UAE",0.54306712962963,9,40.9378177736679,2015-02-10,5,5,3,553
"344482","1000133","Netherlands",0.099537037037037,129,4.94100646561051,2015-02-10,5,5,2,552
"509314","1016597","Ukraine",0.255763888888889,25,4.40582183237451,2015-02-10,5,5,2,552
"294510","1017328","Seychelles",0.54212962962963,9,2.68349873475214,2015-02-10,5,5,2,552
"153274","1017539","United Kingdom",0.255763888888889,360,2.5021623375,2015-02-10,5,5,2,552
"705000","1017293","United Kingdom",0.290358796296296,76,1.58001043421053,2015-02-10,5,5,2,552
"84489","1018854","Seychelles",0.192743055555556,4,516.704594634051,2015-02-10,5,4,5,545
"124518","1017847","Cyprus",0.0804050925925926,4,241.7121,2015-02-10,5,4,5,545
"138719","1018522","UAE",0.0874189814814815,6,95.5106775,2015-02-10,5,4,4,544
"376966","1018296","UAE",0.100659722222222,5,39.5983900595595,2015-02-10,5,4,3,543
"8592","1016903","United Kingdom",0.254641203703704,4,39.0002149948093,2015-02-10,5,4,3,543
"93306","1016463","UAE",0.329375,6,36.2479423501168,2015-02-10,5,4,3,543
"61875","1006293","United Kingdom",0.194108796296296,5,22.2284087075007,2015-02-10,5,4,3,543
"508707","1013033","Malta",0.276643518518519,5,0,2015-02-10,5,4,2,542
"305524","1016751","Australia",0.393553240740741,7,0,2015-02-10,5,4,2,542
"303639","1023712","United Kingdom",0.0163657407407407,2,618.7545,2015-02-10,5,3,5,535
"17341","1017233","Seychelles",0.394583333333333,2,101.079191539061,2015-02-10,5,3,4,534
"340620","1006776","Australia",0.120868055555556,3,52.1666666666667,2015-02-10,5,3,4,534
"158367","1022135","Australia",0.0626041666666667,2,39.375,2015-02-10,5,3,3,533
"241825","1018850","United Kingdom",0.194351851851852,2,24.52596,2015-02-10,5,3,3,533
"62920","1017260","Seychelles",0.389837962962963,2,4.09467298209188,2015-02-10,5,3,2,532
"282827","1024085","Australia",0.00298611111111111,2,0,2015-02-10,5,3,2,532
"121738","1018332","United Kingdom",0.241400462962963,1,631.071,2015-02-10,5,2,5,525
"161061","1013530","Australia",0.605694444444444,1,195.2,2015-02-10,5,2,5,525
"286091","1016069","Australia",0.527048611111111,1,51,2015-02-10,5,2,4,524
"152915","1013716","Cyprus",0.600266203703704,1,42.0714,2015-02-10,5,2,3,523
"154404","1014703","Australia",0.576273148148148,1,13.3,2015-02-10,5,2,2,522
"164019","1021527","Ireland",0.0772916666666667,1,0,2015-02-10,5,2,2,522
"877192","1020667","UAE",0.0912268518518519,1,0,2015-02-10,5,2,2,522
"870911","1017325","Seychelles",0.379409722222222,1,0,2015-02-10,5,2,2,522
"136544","1017095","UAE",0.417222222222222,1,0,2015-02-10,5,2,2,522
"289170","1016825","Ireland",0.45619212962963,1,0,2015-02-10,5,2,2,522
"300816","1005901","United Kingdom",0.895590277777778,173,3082.1174566474,2015-02-10,4,5,5,455
"706918","1017587","United Kingdom",0.97619212962963,276,1682.72662082264,2015-02-10,4,5,5,455
"676007","1017553","United Kingdom",0.642256944444444,48,1380.15587422917,2015-02-10,4,5,5,455
"127958","1006661","UAE",0.645590277777778,21,421.0386642,2015-02-10,4,5,5,455
"153361","1012366","Australia",1.46722222222222,12,265.322633333333,2015-02-10,4,5,5,455
"49612","1017969","United Kingdom",0.738645833333333,10,65.9654392681027,2015-02-10,4,5,4,454
"142133","1011302","UAE",0.77818287037037,9,33.5087676,2015-02-10,4,5,3,453
"154051","1009382","Australia",0.936736111111111,10,18.8396,2015-02-10,4,5,3,453
"60492","1009737","United Kingdom",1.55645833333333,4,685.262194231767,2015-02-10,4,4,5,445
"1111","1019750","UAE",1.1091087962963,5,632.227809499092,2015-02-10,4,4,5,445
"100472","1011047","United Kingdom",0.736770833333333,7,180.306,2015-02-10,4,4,4,444
"297978","1023371","United Kingdom",1.02612268518519,5,92.25798,2015-02-10,4,4,4,444
"118223","1023438","United Kingdom",1.3281712962963,7,71.0144253,2015-02-10,4,4,4,444
"283863","1003241","Australia",0.825625,4,66.47525,2015-02-10,4,4,4,444
"283733","1014897","Australia",0.854930555555556,4,62.545,2015-02-10,4,4,4,444
"328739","1019484","Malta",0.6990625,7,45.847525867697,2015-02-10,4,4,4,444
"75601","1014619","Malta",0.618900462962963,3,3976.63806735012,2015-02-10,4,3,5,435
"2332","1015714","UAE",1.54099537037037,2,834.386192577212,2015-02-10,4,3,5,435
"145761","1019818","United Kingdom",1.40731481481481,2,104.682375,2015-02-10,4,3,4,434
"2341","1007711","UAE",0.784756944444444,3,69.9737120750066,2015-02-10,4,3,4,434
"2344","1023856","Dominica",1.54825231481481,3,66.3575235206333,2015-02-10,4,3,4,434
"161066","1004187","Australia",0.871967592592593,3,64.7934333333333,2015-02-10,4,3,4,434
"161312","1009928","Australia",0.896655092592593,3,56.8272,2015-02-10,4,3,4,434
"159336","1013220","Australia",0.614502314814815,2,29.1687157964798,2015-02-10,4,3,3,433
"153371","1010723","Australia",0.678506944444444,2,16.1,2015-02-10,4,3,3,433
"163006","1007355","Australia",0.798622685185185,3,5.159,2015-02-10,4,3,2,432
"553690","1009179","Australia",0.72380787037037,3,0,2015-02-10,4,3,2,432
"11161","1012396","UAE",0.636701388888889,1,158.471570205035,2015-02-10,4,2,4,424
"122053","1014847","UAE",1.5712037037037,1,127.8018,2015-02-10,4,2,4,424
"144954","1022472","United Kingdom",1.05480324074074,1,52.58925,2015-02-10,4,2,4,424
"49925","1017814","UAE",1.29741898148148,1,41.4617830262134,2015-02-10,4,2,3,423
"291169","1019880","Malta",1.12027777777778,1,33.2780347950739,2015-02-10,4,2,3,423
"110741","1000373","United Kingdom",0.986180555555556,1,26.056485,2015-02-10,4,2,3,423
"283865","1014434","Australia",1.58413194444444,1,24.4,2015-02-10,4,2,3,423
"122076","1010498","India",0.683310185185185,1,15.975225,2015-02-10,4,2,3,423
"122765","1011855","United Kingdom",0.652210648148148,1,12.78018,2015-02-10,4,2,2,422
"94825","1019715","UAE",1.1296875,1,6.3504,2015-02-10,4,2,2,422
"92442","1013377","UAE",0.609976851851852,1,0,2015-02-10,4,2,2,422
"282816","1011468","Australia",0.661759259259259,1,0,2015-02-10,4,2,2,422
"157028","1011421","Cyprus",0.663113425925926,1,0,2015-02-10,4,2,2,422
"284080","1019558","Australia",1.14063657407407,1,0,2015-02-10,4,2,2,422
