"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"101676","1017095","UAE",0.059849537037037,7,5054.805,2015-02-14,5,5,5,555
"50461","1012845","UAE",0.146724537037037,18,3787.18909836985,2015-02-14,5,5,5,555
"95656","1018187","Cyprus",0.168773148148148,13,2592.93415960385,2015-02-14,5,5,5,555
"117981","1020417","United Kingdom",0.140115740740741,48,2066.15918584688,2015-02-14,5,5,5,555
"58597","1017205","Malta",0.147233796296296,30,1285.22999817026,2015-02-14,5,5,5,555
"115705","1020008","UAE",0.20119212962963,72,1205.6022995625,2015-02-14,5,5,5,555
"92326","1016903","United Kingdom",0.0594560185185185,60,1078.28748330522,2015-02-14,5,5,5,555
"50744","1011688","UAE",0.347118055555556,8,682.799596093953,2015-02-14,5,5,5,555
"240441","1020510","United Kingdom",0.126168981481481,12,656.92925,2015-02-14,5,5,5,555
"1754","1017080","Seychelles",0.00725694444444444,8,416.879121816338,2015-02-14,5,5,5,555
"113467","1016797","United Kingdom",0.0299884259259259,319,373.134425500219,2015-02-14,5,5,5,555
"161310","1012366","Australia",0.187291666666667,41,372.723636585366,2015-02-14,5,5,5,555
"161279","1020679","Australia",0.200868055555556,7,257.627414285714,2015-02-14,5,5,4,554
"1693","1014495","UAE",0.163969907407407,32,239.199284449962,2015-02-14,5,5,4,554
"56506","1016799","Virgin Islands, British",0.33462962962963,11,172.074593587052,2015-02-14,5,5,4,554
"1963","1005726","UAE",0.0102893518518519,32,160.215121877433,2015-02-14,5,5,4,554
"1206","1012396","UAE",0.169398148148148,8,120.472280637652,2015-02-14,5,5,4,554
"249102","1020596","United Kingdom",0.0928356481481482,14,107.654271428571,2015-02-14,5,5,4,554
"1276","1009647","Malta",0.438252314814815,9,89.6159098754218,2015-02-14,5,5,4,554
"850","1009031","Malta",0.457928240740741,7,48.0696213340253,2015-02-14,5,5,3,553
"256573","1021612","United Kingdom",0.276412037037037,15,43.1664758,2015-02-14,5,5,3,553
"112603","1017172","United Kingdom",0.327349537037037,7,41.6538845142857,2015-02-14,5,5,3,553
"599441","1015218","Cyprus",0.154340277777778,18,32.04272622,2015-02-14,5,5,3,553
"263754","1002455","United Kingdom",0.2975,19,19.1407609421053,2015-02-14,5,5,2,552
"107508","1019527","United Kingdom",0.140729166666667,7,18.9945,2015-02-14,5,5,2,552
"517029","1000133","Netherlands",0.154918981481481,186,6.24484694425018,2015-02-14,5,5,2,552
"664609","1016597","Ukraine",0.108622685185185,65,2.88486865240247,2015-02-14,5,5,1,551
"132241","1017539","United Kingdom",0.333321759259259,640,1.41204129515625,2015-02-14,5,5,1,551
"58724","1019146","Virgin Islands, British",0.171631944444444,3,3455.14858551778,2015-02-14,5,4,5,545
"241571","1017011","United Kingdom",0.424259259259259,3,395.8489944,2015-02-14,5,4,5,545
"302833","1016444","Australia",0.407384259259259,4,235.75,2015-02-14,5,4,4,544
"103959","1016986","United Kingdom",0.160775462962963,6,216.434432025,2015-02-14,5,4,4,544
"54051","1009855","UAE",0.149050925925926,6,207.738126135479,2015-02-14,5,4,4,544
"58771","1016397","Malta",0.0869097222222222,3,142.498053464832,2015-02-14,5,4,4,544
"66710","1008745","UAE",0.0666666666666667,3,112.624967557747,2015-02-14,5,4,4,544
