"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"298253","1005901","United Kingdom",0.023587962962963,171,3118.16561403509,2015-02-04,5,5,5,555
"75745","1015348","Virgin Islands, British",0.553553240740741,24,568.704580846094,2015-02-04,5,5,5,555
"300295","1019309","UAE",0.158252314814815,15,265.30721,2015-02-04,5,5,5,555
"110931","1016797","United Kingdom",0.477719907407407,56,54.4709157619643,2015-02-04,5,5,4,554
"72370","1016597","Ukraine",0.625289351851852,11,6.90246539941889,2015-02-04,5,5,3,553
"167092","1000133","Netherlands",0.181631944444444,64,3.82778699088766,2015-02-04,5,5,2,552
"347242","1016366","United Kingdom",0.407731481481481,11,1.01121099545455,2015-02-04,5,5,2,552
"73995","1017080","Seychelles",0.413518518518519,5,270.602618907345,2015-02-04,5,4,5,545
"303004","1016705","United Kingdom",0.075462962962963,8,130.935972875,2015-02-04,5,4,5,545
"92836","1007732","Virgin Islands, British",0.402476851851852,6,4.52560083052167,2015-02-04,5,4,3,543
"347453","1012838","Australia",0.623935185185185,4,3.975,2015-02-04,5,4,2,542
"89987","1017328","Seychelles",0.388865740740741,4,0,2015-02-04,5,4,2,542
"243393","1016643","United Kingdom",0.476712962962963,2,19.08292668,2015-02-04,5,3,3,533
"128638","1018531","United Kingdom",0.072650462962963,3,0,2015-02-04,5,3,2,532
"142084","1012144","United Kingdom",0.183078703703704,2,0,2015-02-04,5,3,2,532
"128654","1018673","United Kingdom",0.208136574074074,2,0,2015-02-04,5,3,2,532
"126623","1006661","UAE",0.613587962962963,3,0,2015-02-04,5,3,2,532
"241110","1012925","United Kingdom",0.621909722222222,1,276.906,2015-02-04,5,2,5,525
"375863","1014349","Seychelles",0.586412037037037,1,0,2015-02-04,5,2,2,522
"148049","1001733","United Kingdom",1.43238425925926,178,4043.52237286517,2015-02-04,4,5,5,455
"149180","1017843","United Kingdom",1.14133101851852,37,1032.42865318919,2015-02-04,4,5,5,455
"362713","1019549","United Kingdom",1.23188657407407,32,688.72828125,2015-02-04,4,5,5,455
"163610","1017571","Australia",1.42287037037037,18,5.37544444444444,2015-02-04,4,5,3,453
"286403","1009288","Norway",0.720543981481481,5,100.456611853698,2015-02-04,4,4,5,445
