"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"148049","1001733","United Kingdom",0.432384259259259,178,4043.52237286517,2015-02-03,5,5,5,555
"149180","1017843","United Kingdom",0.141331018518519,37,1032.42865318919,2015-02-03,5,5,5,555
"362713","1019549","United Kingdom",0.231886574074074,32,688.72828125,2015-02-03,5,5,5,555
"2376","1016597","Ukraine",0.290717592592593,8,7.78558095229596,2015-02-03,5,5,3,553
"163610","1017571","Australia",0.42287037037037,18,5.37544444444444,2015-02-03,5,5,3,553
"282190","1000133","Netherlands",0.215381944444444,52,4.29983781889975,2015-02-03,5,5,2,552
"356590","1021612","United Kingdom",0.0751736111111111,4,32.20316025,2015-02-03,5,4,4,544
"126455","1018147","United Kingdom",0.25556712962963,3,16.4825,2015-02-03,5,4,3,543
"174276","1018588","Virgin Islands, British",0.216377314814815,3,14.8224445891392,2015-02-03,5,4,3,543
"74538","1017080","Seychelles",0.419236111111111,3,7.09288353231249,2015-02-03,5,4,3,543
"159111","1016933","Australia",0.442268518518519,4,3.275,2015-02-03,5,4,2,542
"282471","1009005","New Zealand",0.373622685185185,3,0,2015-02-03,5,4,2,542
"1752","1017819","UAE",0.296863425925926,2,52.1491370360758,2015-02-03,5,3,4,534
"58610","1016268","India",0.516064814814815,2,6.219267453932,2015-02-03,5,3,3,533
"70079","1017409","Seychelles",0.364351851851852,1,0,2015-02-03,5,2,2,522
"92633","1016938","Virgin Islands, British",0.442349537037037,1,0,2015-02-03,5,2,2,522
"157685","1005901","United Kingdom",1.00881944444444,135,2123.93644444444,2015-02-03,4,5,5,455
"247113","1016797","United Kingdom",0.698842592592593,48,61.138865975,2015-02-03,4,5,4,454
"140574","1017539","United Kingdom",0.896666666666667,167,4.99750099221557,2015-02-03,4,5,3,453
"153664","1003241","Australia",0.896875,3,80.5003333333333,2015-02-03,4,4,5,445
"153810","1016509","Australia",1.49273148148148,6,73.1307666666667,2015-02-03,4,4,5,445
"112870","1002455","United Kingdom",1.56597222222222,5,18.1994526,2015-02-03,4,4,4,444
"63059","1016651","Malta",0.780648148148148,7,11.5122117181417,2015-02-03,4,4,3,443
"11023","1007732","Virgin Islands, British",1.78457175925926,5,5.43072099662601,2015-02-03,4,4,3,443
"340553","1008764","Australia",0.738726851851852,6,4.31666666666667,2015-02-03,4,4,3,443
"224547","1021281","Dominica",1.1202662037037,5,0,2015-02-03,4,4,2,442
"294364","1017328","Seychelles",1.37670138888889,3,0,2015-02-03,4,4,2,442
"58740","1018289","Dominica",1.62798611111111,3,0,2015-02-03,4,4,2,442
"285782","1009928","Australia",0.698854166666667,2,19.242,2015-02-03,4,3,4,434
"126622","1006661","UAE",0.686469907407407,2,0,2015-02-03,4,3,2,432
"60338","1015050","India",1.56346064814815,1,8.24085128471322,2015-02-03,4,2,3,423
"58887","1009647","Malta",1.70822916666667,1,0,2015-02-03,4,2,2,422
"145370","1017587","United Kingdom",2.15659722222222,98,1433.78374693265,2015-02-03,3,5,5,355
"157057","1017553","United Kingdom",2.68255787037037,35,1263.28895428571,2015-02-03,3,5,5,355
"74918","1019487","UAE",2.23071759259259,3,540.89685829224,2015-02-03,3,4,5,345
"56358","1008007","Virgin Islands, British",4.77453703703704,3,35.195302361796,2015-02-03,3,4,4,344
"342213","1000138","United Kingdom",3.99471064814815,5,32.9109581,2015-02-03,3,4,4,344
"276816","1016798","Australia",3.50696759259259,7,30.2790714285714,2015-02-03,3,4,4,344
"243744","1017172","United Kingdom",3.46668981481481,6,27.4281986,2015-02-03,3,4,4,344
"294681","1016463","UAE",2.4962037037037,3,0,2015-02-03,3,4,2,342
"159901","1009382","Australia",3.90690972222222,4,0,2015-02-03,3,4,2,342
"153834","1014699","Australia",4.57616898148148,2,37.12,2015-02-03,3,3,4,334
"179922","1010509","Malta",2.68303240740741,2,9.66051795806742,2015-02-03,3,3,3,333
