"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"265626","1019549","United Kingdom",1.14017361111111,14,572.67,2014-12-30,5,5,5,555
"153665","1017571","Australia",0.333935185185185,4,12.9195,2014-12-30,5,2,3,523
"193134","1007702","India",4.13939814814815,3,103.979893626082,2014-12-30,4,2,3,423
"162891","1012366","Australia",1.63770833333333,1,0,2014-12-30,4,1,2,412
"220956","1018556","Russia",4.21876157407407,6,0,2014-12-30,3,4,2,342
"153625","1016366","United Kingdom",4.31822916666667,5,1.11195504,2014-12-30,3,3,2,332
"54349","1011655","UAE",4.54663194444444,7,106.34044790502,2014-12-30,2,4,4,244
"136497","1016209","United Kingdom",4.52024305555556,1,412.776,2014-12-30,2,1,4,214
"263772","1017587","United Kingdom",13.3318518518519,42,956.761599985714,2014-12-30,1,5,5,155
"265628","1017553","United Kingdom",13.3357523148148,6,0,2014-12-30,1,4,2,142
"160244","1017915","Australia",9.28428240740741,2,0,2014-12-30,1,1,2,112
"153645","1019941","United Kingdom",12.1171990740741,2,0,2014-12-30,1,1,2,112
