"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"112667","1016797","United Kingdom",2.46086805555556,22,71.3210266840909,2015-01-29,5,5,4,554
"282462","1017571","Australia",0.124699074074074,14,3.69128571428571,2015-01-29,5,5,3,553
"290680","1000133","Netherlands",0.164699074074074,26,2.36603301173017,2015-01-29,5,5,3,553
"159920","1009382","Australia",0.716284722222222,3,0,2015-01-29,5,4,2,542
"378666","1021281","Dominica",1.21364583333333,4,0,2015-01-29,5,4,2,542
"113053","1022210","United Kingdom",2.06111111111111,2,10.95444,2015-01-29,5,3,3,533
"90195","1018787","UAE",2.29405092592593,2,3.60311907928887,2015-01-29,5,3,3,533
"371663","1011050","Virgin Islands, British",1.67032407407407,2,0,2015-01-29,5,3,2,532
"58612","1014786","Malta",0.573564814814815,1,0,2015-01-29,5,2,2,522
"265312","1017172","United Kingdom",1.40315972222222,1,0,2015-01-29,5,2,2,522
"132465","1017843","United Kingdom",7.04855324074074,36,945.344726888889,2015-01-29,4,5,5,455
"366582","1019549","United Kingdom",2.58113425925926,29,759.976034482759,2015-01-29,4,5,5,455
"132223","1017539","United Kingdom",3.35927083333333,145,4.14433947103448,2015-01-29,4,5,3,453
"153809","1017285","Australia",6.38533564814815,3,28.3201333333333,2015-01-29,4,4,4,444
"111435","1002455","United Kingdom",3.92302083333333,2,12.641265,2015-01-29,4,3,4,434
"153791","1016649","Australia",5.47694444444444,1,168,2015-01-29,4,2,5,425
"153865","1006058","Australia",2.8378587962963,1,28.2,2015-01-29,4,2,4,424
"64763","1016651","Malta",2.4765162037037,1,0,2015-01-29,4,2,2,422
"220195","1017667","Seychelles",5.32145833333333,1,0,2015-01-29,4,2,2,422
"141324","1013556","United Kingdom",6.60478009259259,1,0,2015-01-29,4,2,2,422
"265627","1017553","United Kingdom",8.48106481481481,34,1300.44451176471,2015-01-29,3,5,5,355
"340975","1017587","United Kingdom",9.08134259259259,59,1019.29757965085,2015-01-29,3,5,5,355
"63668","1016144","India",10.7360185185185,12,215.399071675302,2015-01-29,3,5,5,355
"344703","1017293","United Kingdom",8.3334375,32,1.2544004375,2015-01-29,3,5,3,353
"159155","1017307","Australia",9.19684027777778,11,0.977454545454545,2015-01-29,3,4,3,343
"276791","1019941","United Kingdom",9.12177083333333,3,0,2015-01-29,3,4,2,342
"153928","1019028","Australia",9.18106481481481,2,153.79,2015-01-29,3,3,5,335
"159276","1000503","United Kingdom",9.9621875,2,5.151,2015-01-29,3,3,3,333
"343892","1008845","Russia",10.736712962963,2,0,2015-01-29,3,3,2,332
"63291","1010845","Seychelles",8.6756712962963,1,0,2015-01-29,3,2,2,322
"192625","1011655","UAE",14.185625,10,120.354291460386,2015-01-29,2,4,5,245
"162300","1001815","Australia",16.9419907407407,3,31,2015-01-29,2,4,4,244
"153764","1014095","Australia",16.5921412037037,3,11,2015-01-29,2,4,4,244
"160251","1016798","Australia",16.459525462963,4,7.4,2015-01-29,2,4,3,243
"377150","1018556","Russia",12.089837962963,10,0,2015-01-29,2,4,2,242
"281574","1017915","Australia",12.7411111111111,4,0,2015-01-29,2,4,2,242
"81636","1017345","Mauritius",15.3747453703704,2,77.1935991435246,2015-01-29,2,3,4,234
"111569","1015744","United Kingdom",13.5332175925926,2,18.07621515,2015-01-29,2,3,4,234
"289278","1008502","India",17.7515509259259,2,0,2015-01-29,2,3,2,232
"126452","1006661","UAE",10.8215972222222,1,0,2015-01-29,2,2,2,222
"193134","1007702","India",34.1393981481481,3,103.979893626082,2015-01-29,1,4,5,145
"153625","1016366","United Kingdom",34.3182291666667,5,1.11195504,2015-01-29,1,4,3,143
"160783","1009005","New Zealand",21.7301157407407,2,0,2015-01-29,1,3,2,132
"136497","1016209","United Kingdom",34.5202430555556,1,412.776,2015-01-29,1,2,5,125
"112802","1017240","United Kingdom",19.3937037037037,1,43.659,2015-01-29,1,2,4,124
"153663","1016732","Australia",22.4671412037037,1,11,2015-01-29,1,2,4,124
"137290","1016334","UAE",18.5106597222222,1,0,2015-01-29,1,2,2,122
"67407","1016324","Dominica",18.5116666666667,1,0,2015-01-29,1,2,2,122
"132704","1018975","UAE",19.1852893518519,1,0,2015-01-29,1,2,2,122
"162891","1012366","Australia",31.6377083333333,1,0,2015-01-29,1,2,2,122
