"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"366582","1019549","United Kingdom",1.58113425925926,29,759.976034482759,2015-01-28,5,5,5,555
"112667","1016797","United Kingdom",1.46086805555556,22,71.3210266840909,2015-01-28,5,5,4,554
"282461","1017571","Australia",1.17346064814815,13,3.97523076923077,2015-01-28,5,5,3,553
"290526","1000133","Netherlands",0.644560185185185,23,2.16098309357376,2015-01-28,5,5,3,553
"378666","1021281","Dominica",0.213645833333333,4,0,2015-01-28,5,4,2,542
"113053","1022210","United Kingdom",1.06111111111111,2,10.95444,2015-01-28,5,3,3,533
"90195","1018787","UAE",1.29405092592593,2,3.60311907928887,2015-01-28,5,3,3,533
"371663","1011050","Virgin Islands, British",0.670324074074074,2,0,2015-01-28,5,3,2,532
"265312","1017172","United Kingdom",0.403159722222222,1,0,2015-01-28,5,2,2,522
"64763","1016651","Malta",1.4765162037037,1,0,2015-01-28,5,2,2,522
"265627","1017553","United Kingdom",7.48106481481481,34,1300.44451176471,2015-01-28,4,5,5,455
"132465","1017843","United Kingdom",6.04855324074074,36,945.344726888889,2015-01-28,4,5,5,455
"132223","1017539","United Kingdom",2.35927083333333,145,4.14433947103448,2015-01-28,4,5,3,453
"344703","1017293","United Kingdom",7.3334375,32,1.2544004375,2015-01-28,4,5,3,453
"153809","1017285","Australia",5.38533564814815,3,28.3201333333333,2015-01-28,4,4,4,444
"111435","1002455","United Kingdom",2.92302083333333,2,12.641265,2015-01-28,4,3,4,434
"153791","1016649","Australia",4.47694444444444,1,168,2015-01-28,4,2,5,425
"153865","1006058","Australia",1.8378587962963,1,28.2,2015-01-28,4,2,4,424
"220195","1017667","Seychelles",4.32145833333333,1,0,2015-01-28,4,2,2,422
"141324","1013556","United Kingdom",5.60478009259259,1,0,2015-01-28,4,2,2,422
"340975","1017587","United Kingdom",8.08134259259259,59,1019.29757965085,2015-01-28,3,5,5,355
"63668","1016144","India",9.73601851851852,12,215.399071675302,2015-01-28,3,5,5,355
"159155","1017307","Australia",8.19684027777778,11,0.977454545454545,2015-01-28,3,4,3,343
"276791","1019941","United Kingdom",8.12177083333333,3,0,2015-01-28,3,4,2,342
"377150","1018556","Russia",11.089837962963,10,0,2015-01-28,3,4,2,342
"153928","1019028","Australia",8.18106481481481,2,153.79,2015-01-28,3,3,5,335
"159276","1000503","United Kingdom",8.9621875,2,5.151,2015-01-28,3,3,3,333
"343892","1008845","Russia",9.73671296296296,2,0,2015-01-28,3,3,2,332
"63291","1010845","Seychelles",7.6756712962963,1,0,2015-01-28,3,2,2,322
"126452","1006661","UAE",9.82159722222222,1,0,2015-01-28,3,2,2,322
"192625","1011655","UAE",13.185625,10,120.354291460386,2015-01-28,2,4,5,245
"162300","1001815","Australia",15.9419907407407,3,31,2015-01-28,2,4,4,244
"153764","1014095","Australia",15.5921412037037,3,11,2015-01-28,2,4,4,244
"160251","1016798","Australia",15.459525462963,4,7.4,2015-01-28,2,4,3,243
"281574","1017915","Australia",11.7411111111111,4,0,2015-01-28,2,4,2,242
"81636","1017345","Mauritius",14.3747453703704,2,77.1935991435246,2015-01-28,2,3,4,234
"111569","1015744","United Kingdom",12.5332175925926,2,18.07621515,2015-01-28,2,3,4,234
"289278","1008502","India",16.7515509259259,2,0,2015-01-28,2,3,2,232
"137290","1016334","UAE",17.5106597222222,1,0,2015-01-28,2,2,2,222
"67407","1016324","Dominica",17.5116666666667,1,0,2015-01-28,2,2,2,222
"193134","1007702","India",33.1393981481481,3,103.979893626082,2015-01-28,1,4,5,145
"153625","1016366","United Kingdom",33.3182291666667,5,1.11195504,2015-01-28,1,4,3,143
"160783","1009005","New Zealand",20.7301157407407,2,0,2015-01-28,1,3,2,132
"136497","1016209","United Kingdom",33.5202430555556,1,412.776,2015-01-28,1,2,5,125
"112802","1017240","United Kingdom",18.3937037037037,1,43.659,2015-01-28,1,2,4,124
"153663","1016732","Australia",21.4671412037037,1,11,2015-01-28,1,2,4,124
"132704","1018975","UAE",18.1852893518519,1,0,2015-01-28,1,2,2,122
"162891","1012366","Australia",30.6377083333333,1,0,2015-01-28,1,2,2,122
