"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"139929","1023209","United Kingdom",0.0316203703703704,7,21924.90342,2015-02-15,5,5,5,555
"143505","1024189","United Kingdom",1.15740740740741e-05,26,15876,2015-02-15,5,5,5,555
"146474","1022754","United Kingdom",0.0459143518518519,5,6280.9425,2015-02-15,5,5,5,555
"139716","1023111","UAE",0.0345833333333333,8,4705.745625,2015-02-15,5,5,5,555
"151764","1001733","United Kingdom",0.0586226851851852,327,4122.35878901095,2015-02-15,5,5,5,555
"86485","1022671","Malta",0.022025462962963,6,3691.21463794446,2015-02-15,5,5,5,555
"55674","1019146","Virgin Islands, British",0.0516319444444444,11,2838.80002241465,2015-02-15,5,5,5,555
"148293","1005901","United Kingdom",0.0286574074074074,456,2660.59692632434,2015-02-15,5,5,5,555
"936","1021659","Malta",0.074224537037037,8,2560.7833741565,2015-02-15,5,5,5,555
"56695","1008604","UAE",0.0212268518518519,18,2524.47605761744,2015-02-15,5,5,5,555
"11952","1014951","Seychelles",0.0215972222222222,15,2519.9506599468,2015-02-15,5,5,5,555
"139552","1023475","United Kingdom",0.0213657407407407,9,2270.922885,2015-02-15,5,5,5,555
"111984","1019807","United Kingdom",0.0247337962962963,12,2236.04199,2015-02-15,5,5,5,555
"696131","1022885","Belarus",0.0272916666666667,59,1872.61368599643,2015-02-15,5,5,5,555
"81685","1016903","United Kingdom",0.0589236111111111,129,1652.50801685844,2015-02-15,5,5,5,555
"162529","1017307","Australia",0.00994212962962963,188,1542.27704148936,2015-02-15,5,5,5,555
"13143","1008747","Virgin Islands, British",0.013599537037037,66,1505.35224618361,2015-02-15,5,5,5,555
"162041","1009683","Australia",0.0681365740740741,4,1407.2,2015-02-15,5,5,5,555
"117913","1022957","United Kingdom",0.0402314814814815,7,1360.8,2015-02-15,5,5,5,555
"104532","1022815","United Kingdom",0.0450347222222222,4,1183.258125,2015-02-15,5,5,5,555
"11947","1017432","India",0.0144907407407407,65,1001.33316335373,2015-02-15,5,5,5,555
"116748","1022443","United Kingdom",0.0554282407407407,13,976.984615384615,2015-02-15,5,5,5,555
"167284","1012408","Romania",0.0331365740740741,162,964.486923236208,2015-02-15,5,5,5,555
"115548","1023473","United Kingdom",0.0227314814814815,4,889.1623692,2015-02-15,5,5,5,555
"92556","1018219","Virgin Islands, British",0.0784837962962963,7,775.173468725668,2015-02-15,5,5,5,555
"116208","1022353","United Kingdom",0.0576157407407407,13,771.275619692308,2015-02-15,5,5,5,555
"291751","1012869","United Kingdom",0.039849537037037,41,717.342967926829,2015-02-15,5,5,5,555
"116180","1021296","United Kingdom",0.0809490740740741,6,637.686,2015-02-15,5,5,4,554
"151759","1020510","United Kingdom",0.0628703703703704,14,636.792214285714,2015-02-15,5,5,4,554
