"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"151443","1018228","United Kingdom",0.446145833333333,24,3404.5647890625,2015-02-13,5,5,5,555
"156574","1017553","United Kingdom",0.441990740740741,68,1471.82968211765,2015-02-13,5,5,5,555
"115881","1020417","United Kingdom",0.0861921296296296,8,1190.2332456,2015-02-13,5,5,5,555
"1113","1016903","United Kingdom",0.0980902777777778,21,1075.32841311965,2015-02-13,5,5,5,555
"153373","1010003","Australia",0.292002314814815,8,1004.163825,2015-02-13,5,5,5,555
"365571","1020510","United Kingdom",0.0924537037037037,9,739.650333333333,2015-02-13,5,5,5,555
"163303","1017307","Australia",0.548784722222222,80,734.52208,2015-02-13,5,5,5,555
"112460","1016797","United Kingdom",0.0910416666666667,242,451.340889875455,2015-02-13,5,5,5,555
"161647","1012366","Australia",0.152766203703704,26,424.514407692308,2015-02-13,5,5,5,555
"1928","1016909","Seychelles",0.27380787037037,13,261.749156458371,2015-02-13,5,5,4,554
"116488","1005386","United Kingdom",0.465173611111111,17,117.434616617647,2015-02-13,5,5,4,554
"56963","1005726","UAE",0.142037037037037,15,98.3751622112639,2015-02-13,5,5,4,554
"60113","1015454","Malta",0.463726851851852,24,34.8197427329354,2015-02-13,5,5,3,553
"63281","1006293","United Kingdom",0.0707986111111111,23,12.3863297867839,2015-02-13,5,5,2,552
"159381","1000133","Netherlands",0.0756828703703704,171,6.37516880544029,2015-02-13,5,5,2,552
"507629","1016597","Ukraine",0.0370023148148148,50,2.91680796729986,2015-02-13,5,5,1,551
"746580","1007324","Australia",0.0256481481481481,16,2.0375,2015-02-13,5,5,1,551
"756476","1019232","United Kingdom",0.161863425925926,22,1.63017672727273,2015-02-13,5,5,1,551
"265398","1017539","United Kingdom",0.400925925925926,604,1.4962026968543,2015-02-13,5,5,1,551
"61042","1018282","Seychelles",0.24505787037037,9,1.39064365429536,2015-02-13,5,5,1,551
"159606","1019079","Australia",0.118888888888889,9,1.37777777777778,2015-02-13,5,5,1,551
"137664","1018295","UAE",0.553472222222222,5,5000.94,2015-02-13,5,4,5,545
"2122","1015340","Dominica",0.553854166666667,5,735.562006981572,2015-02-13,5,4,5,545
"164017","1021527","Ireland",0.0917592592592593,5,616.395503623725,2015-02-13,5,4,5,545
"4412","1008984","Seychelles",0.412199074074074,7,493.59756034259,2015-02-13,5,4,5,545
"751","1018289","Dominica",0.403460648148148,4,262.355226446925,2015-02-13,5,4,4,544
"283192","1016967","Cyprus",0.4365625,5,251.405585248227,2015-02-13,5,4,4,544
"500","1017320","Seychelles",0.379953703703704,5,209.884181157539,2015-02-13,5,4,4,544
"1571","1009855","UAE",0.102071759259259,4,207.308915131067,2015-02-13,5,4,4,544
