"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"156575","1017553","United Kingdom",1.09947916666667,7,0,2015-01-13,5,5,3,553
"160251","1016798","Australia",0.459525462962963,4,7.4,2015-01-13,5,4,3,543
"162300","1001815","Australia",0.941990740740741,3,31,2015-01-13,5,3,4,534
"153764","1014095","Australia",0.592141203703704,3,11,2015-01-13,5,3,4,534
"113952","1016797","United Kingdom",0.460138888888889,2,13.4965845,2015-01-13,5,2,4,524
"113780","1017539","United Kingdom",1.3369212962963,11,53.0950088454545,2015-01-13,4,5,4,454
"159556","1017915","Australia",2.50552083333333,3,0,2015-01-13,4,3,3,433
"289278","1008502","India",1.75155092592593,2,0,2015-01-13,4,2,3,423
"137290","1016334","UAE",2.51065972222222,1,0,2015-01-13,4,2,3,423
"67407","1016324","Dominica",2.51166666666667,1,0,2015-01-13,4,2,3,423
"160255","1017571","Australia",5.57502314814815,7,7.38257142857143,2015-01-13,3,5,3,353
"112802","1017240","United Kingdom",3.3937037037037,1,43.659,2015-01-13,3,2,4,324
"153663","1016732","Australia",6.4671412037037,1,11,2015-01-13,3,2,4,324
"132704","1018975","UAE",3.18528935185185,1,0,2015-01-13,3,2,3,323
"160783","1009005","New Zealand",5.73011574074074,2,0,2015-01-13,3,2,3,323
"265626","1019549","United Kingdom",15.1401736111111,14,572.67,2015-01-13,2,5,5,255
"272666","1017293","United Kingdom",13.3833680555556,12,0,2015-01-13,2,5,3,253
"220954","1016144","India",13.522962962963,4,0,2015-01-13,2,4,3,243
"193134","1007702","India",18.1393981481481,3,103.979893626082,2015-01-13,2,3,5,235
"162891","1012366","Australia",15.6377083333333,1,0,2015-01-13,2,2,3,223
"263772","1017587","United Kingdom",27.3318518518519,42,956.761599985714,2015-01-13,1,5,5,155
"54349","1011655","UAE",18.5466319444444,7,106.34044790502,2015-01-13,1,5,5,155
"153625","1016366","United Kingdom",18.3182291666667,5,1.11195504,2015-01-13,1,4,3,143
"220956","1018556","Russia",18.2187615740741,6,0,2015-01-13,1,4,3,143
"136497","1016209","United Kingdom",18.5202430555556,1,412.776,2015-01-13,1,2,5,125
"153645","1019941","United Kingdom",26.1171990740741,2,0,2015-01-13,1,2,3,123
