"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"879642","1009969","Virgin Islands, British",0,16387,9414.09029852974,2015-02-23,5,5,5,555
"888758","1007563","Virgin Islands, British",0,4740,8353.93154741563,2015-02-23,5,5,5,555
"939702","1008224","United Kingdom",0,82,7367.12542775573,2015-02-23,5,5,5,555
"881782","1024189","United Kingdom",0,3476,5816.77487776759,2015-02-23,5,5,5,555
"880058","1017910","UAE",0,128,5445.30002487031,2015-02-23,5,5,5,555
"895003","1006531","Malta",0,66,5265.51664216164,2015-02-23,5,5,5,555
"946785","1004248","Dominica",0,330,5121.71294807406,2015-02-23,5,5,5,555
"891104","1005525","Virgin Islands, British",0,4773,4873.38946301212,2015-02-23,5,5,5,555
"905318","1001673","Australia",0,71,4796.35676338028,2015-02-23,5,5,5,555
"881966","1006233","UAE",0,89,4435.72242808124,2015-02-23,5,5,5,555
"894778","1013475","UAE",0,822,4429.97016004051,2015-02-23,5,5,5,555
"878136","1006274","UAE",0,157,4289.68074474223,2015-02-23,5,5,5,555
"895697","1002064","Virgin Islands, British",0,48,4225.9865478364,2015-02-23,5,5,5,555
"879240","1010576","UAE",0,305,4210.61155249485,2015-02-23,5,5,5,555
"897435","1002089","Seychelles",0,51,3846.45420828527,2015-02-23,5,5,5,555
"891918","1005043","Malta",0,45,3748.11120774454,2015-02-23,5,5,5,555
"883068","1010045","United Kingdom",0,43,3730.32421375163,2015-02-23,5,5,5,555
"882665","1004644","Cyprus",0,119,3713.33660296882,2015-02-23,5,5,5,555
"888632","1017911","Seychelles",0,2196,3683.05369375784,2015-02-23,5,5,5,555
"878284","1018838","Seychelles",0,877,3636.21455212739,2015-02-23,5,5,5,555
"896307","1004519","Seychelles",0,588,3609.07538682473,2015-02-23,5,5,5,555
"882801","1002160","Malta",0,646,3563.03922831311,2015-02-23,5,5,5,555
"893986","1018588","Virgin Islands, British",0,283,3529.9740527167,2015-02-23,5,5,5,555
"909697","1020417","United Kingdom",0,410,3391.235965242,2015-02-23,5,5,5,555
"883957","1002147","United Kingdom",0,51,3372.6386172202,2015-02-23,5,5,5,555
"878603","1021642","United Kingdom",0,386,3363.60809923311,2015-02-23,5,5,5,555
"899501","1000723","United Kingdom",0,134,3360.04247533351,2015-02-23,5,5,5,555
"879260","1006661","UAE",0,215,3359.03203700805,2015-02-23,5,5,5,555
