"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"143373","1001733","United Kingdom",0,175,4112.83989925714,2015-02-02,5,5,5,555
"247113","1016797","United Kingdom",0,26,52.5231915288462,2015-02-02,5,5,4,554
"282190","1000133","Netherlands",0,10,17.3888955430591,2015-02-02,5,5,1,551
"2376","1016597","Ukraine",0,6,10.3807746030613,2015-02-02,5,5,1,551
"242813","1021612","United Kingdom",0,3,42.937547,2015-02-02,5,4,3,543
"159111","1016933","Australia",0,3,4.36666666666667,2015-02-02,5,4,1,541
"153664","1003241","Australia",0,2,120.7505,2015-02-02,5,3,4,534
"1752","1017819","UAE",0,2,52.1491370360758,2015-02-02,5,3,3,533
"163610","1017571","Australia",0,2,22.54,2015-02-02,5,3,2,532
"174276","1018588","Virgin Islands, British",0,2,22.2336668837088,2015-02-02,5,3,2,532
"285782","1009928","Australia",0,2,19.242,2015-02-02,5,3,2,532
"158670","1008764","Australia",0,2,12.95,2015-02-02,5,3,1,531
"74538","1017080","Seychelles",0,2,10.6393252984687,2015-02-02,5,3,1,531
"149180","1017843","United Kingdom",0,1,4167.45,2015-02-02,5,1,5,515
"249706","1018147","United Kingdom",0,1,49.4475,2015-02-02,5,1,3,513
"56833","1016268","India",0,1,12.438534907864,2015-02-02,5,1,1,511
"148872","1005901","United Kingdom",1,132,2172.20772727273,2015-02-02,3,5,5,355
"153810","1016509","Australia",1,3,146.261533333333,2015-02-02,3,4,4,344
"112870","1002455","United Kingdom",1,3,21.904911,2015-02-02,3,4,2,342
"11023","1007732","Virgin Islands, British",1,3,9.05120166104334,2015-02-02,3,4,1,341
"60338","1015050","India",1,1,8.24085128471322,2015-02-02,3,1,1,311
"145370","1017587","United Kingdom",2,39,2060.82692307692,2015-02-02,2,5,5,255
"74918","1019487","UAE",2,3,540.89685829224,2015-02-02,2,4,5,245
"179922","1010509","Malta",2,1,19.3210359161348,2015-02-02,2,1,2,212
"276816","1016798","Australia",3,3,60.7845,2015-02-02,1,4,4,144
"243744","1017172","United Kingdom",3,3,54.8563972,2015-02-02,1,4,4,144
"56358","1008007","Virgin Islands, British",4,3,35.195302361796,2015-02-02,1,4,3,143
"1039","1016651","Malta",4,3,26.8618273423306,2015-02-02,1,4,2,142
"246448","1000138","United Kingdom",3,2,82.27739525,2015-02-02,1,3,4,134
"153833","1014699","Australia",4,2,37.12,2015-02-02,1,3,3,133
"113779","1017539","United Kingdom",3,1,233.6534424,2015-02-02,1,1,5,115
"144952","1018336","United Kingdom",3,1,29.6182656,2015-02-02,1,1,3,113
