"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"113783","1016797","United Kingdom",0,6,32.036411925,2015-01-22,5,3,2,532
"153809","1017285","Australia",0,2,42.4802,2015-01-22,5,2,2,522
"167094","1000133","Netherlands",0,2,23.7752551397722,2015-01-22,5,2,1,521
"352019","1017843","United Kingdom",1,15,2268.82734453333,2015-01-22,4,5,4,454
"352026","1017553","United Kingdom",2,19,2327.11123157895,2015-01-22,3,5,4,354
"107782","1017293","United Kingdom",2,10,4.0140814,2015-01-22,3,4,1,341
"351401","1017587","United Kingdom",3,14,1425.32642857143,2015-01-22,2,4,3,243
"153928","1019028","Australia",3,2,153.79,2015-01-22,2,2,3,223
"159155","1017307","Australia",3,2,5.376,2015-01-22,2,2,1,221
"159276","1000503","United Kingdom",3,2,5.151,2015-01-22,2,2,1,221
"298911","1019549","United Kingdom",4,5,2387.64,2015-01-22,0,3,5,35
"332204","1016144","India",4,1,2584.78886010363,2015-01-22,0,0,5,5
