"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"148872","1005901","United Kingdom",0,132,2172.20772727273,2015-02-01,5,5,5,555
"112803","1016797","United Kingdom",0,26,51.9231754730769,2015-02-01,5,5,3,553
"166208","1000133","Netherlands",0,10,16.6616222526647,2015-02-01,5,5,1,551
"153810","1016509","Australia",0,3,146.261533333333,2015-02-01,5,4,4,544
"112870","1002455","United Kingdom",0,3,21.904911,2015-02-01,5,4,2,542
"1087","1016597","Ukraine",0,5,12.247045342516,2015-02-01,5,4,1,541
"11023","1007732","Virgin Islands, British",0,3,9.05120166104334,2015-02-01,5,4,1,541
"60338","1015050","India",0,1,8.24085128471322,2015-02-01,5,1,1,511
"145370","1017587","United Kingdom",1,39,2060.82692307692,2015-02-01,3,5,5,355
"74918","1019487","UAE",1,3,540.89685829224,2015-02-01,3,4,5,345
"276816","1016798","Australia",2,3,60.7845,2015-02-01,3,4,4,344
"243744","1017172","United Kingdom",2,3,54.8563972,2015-02-01,3,4,4,344
"246448","1000138","United Kingdom",2,2,82.27739525,2015-02-01,3,2,4,324
"113779","1017539","United Kingdom",2,1,233.6534424,2015-02-01,3,1,5,315
"144952","1018336","United Kingdom",2,1,29.6182656,2015-02-01,3,1,3,313
"179922","1010509","Malta",1,1,19.3210359161348,2015-02-01,3,1,2,312
"56358","1008007","Virgin Islands, British",3,3,35.195302361796,2015-02-01,1,4,3,143
"1039","1016651","Malta",3,3,26.8618273423306,2015-02-01,1,4,2,142
"153833","1014699","Australia",3,2,37.12,2015-02-01,1,2,3,123
"113053","1022210","United Kingdom",6,2,10.95444,2015-02-01,1,2,1,121
"153865","1006058","Australia",6,1,28.2,2015-02-01,1,1,2,112
