"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"78967","1016305","Virgin Islands, British",0,10,1797.70115731982,2015-02-04,5,5,5,555
"123964","1018531","United Kingdom",0,9,514.2781917,2015-02-04,5,5,5,555
"225079","1016797","United Kingdom",0,36,42.5828477738889,2015-02-04,5,5,3,553
"97077","1017668","United Kingdom",0,7,34.9783821428571,2015-02-04,5,5,2,552
"166206","1000133","Netherlands",0,12,16.3035548625087,2015-02-04,5,5,2,552
"329968","1016597","Ukraine",0,9,9.56381500746477,2015-02-04,5,5,1,551
"125025","1006661","UAE",0,3,987.268905,2015-02-04,5,4,5,545
"822","1019750","UAE",0,4,529.539076693486,2015-02-04,5,4,5,545
"286402","1009288","Norway",0,6,108.890698673658,2015-02-04,5,4,4,544
"180173","1018396","Seychelles",0,3,90.0544644159397,2015-02-04,5,4,4,544
"284981","1014897","Australia",0,3,77.2933333333333,2015-02-04,5,4,3,543
"161808","1009882","New Zealand",0,3,55.3333333333333,2015-02-04,5,4,3,543
"284836","1016798","Australia",0,5,53.8707,2015-02-04,5,4,3,543
"249375","1018265","United Kingdom",0,6,50.0705385,2015-02-04,5,4,3,543
"122905","1018147","United Kingdom",0,4,47.511740625,2015-02-04,5,4,3,543
"284976","1008764","Australia",0,3,14.8333333333333,2015-02-04,5,4,1,541
"292852","1012845","UAE",0,2,3359.80158988727,2015-02-04,5,3,5,535
"162395","1001764","Australia",0,2,12.06225,2015-02-04,5,3,1,531
"74795","1019637","Malta",0,2,5.36627211140244,2015-02-04,5,3,1,531
"1038","1014786","Malta",0,1,3167.57721256164,2015-02-04,5,2,5,525
"176183","1005526","Malta",0,1,399.237530928506,2015-02-04,5,2,4,524
"846","1006727","United Kingdom",0,1,179.496042045159,2015-02-04,5,2,4,524
"284984","1002712","Australia",0,1,62,2015-02-04,5,2,3,523
"163613","1009509","Australia",0,1,14.49,2015-02-04,5,2,1,521
"148717","1005901","United Kingdom",1,166,3212.08626506024,2015-02-04,3,5,5,355
"75745","1015348","Virgin Islands, British",1,24,568.704580846094,2015-02-04,3,5,5,355
"145517","1019309","UAE",1,13,306.123703846154,2015-02-04,3,5,4,354
"146504","1016705","United Kingdom",1,8,130.935972875,2015-02-04,3,5,4,354
"73995","1017080","Seychelles",1,4,338.253273634181,2015-02-04,3,4,4,344
"153595","1007546","Australia",1,4,42.67495,2015-02-04,3,4,3,343
"180108","1018588","Virgin Islands, British",1,3,19.0260294309155,2015-02-04,3,4,2,342
"153580","1002153","Australia",1,5,7.01388,2015-02-04,3,4,1,341
"111639","1016643","United Kingdom",1,2,19.08292668,2015-02-04,3,3,2,332
"158521","1012838","Australia",1,2,7.95,2015-02-04,3,3,1,331
"241110","1012925","United Kingdom",1,1,276.906,2015-02-04,3,2,4,324
"285710","1006776","Australia",1,1,32.5,2015-02-04,3,2,2,322
"340467","1000340","Australia",1,1,10,2015-02-04,3,2,1,321
"145735","1016366","United Kingdom",1,1,5.56354575,2015-02-04,3,2,1,321
"143373","1001733","United Kingdom",2,175,4112.83989925714,2015-02-04,2,5,5,255
"153810","1016509","Australia",3,3,146.261533333333,2015-02-04,2,4,4,244
"242813","1021612","United Kingdom",2,3,42.937547,2015-02-04,2,4,3,243
"112870","1002455","United Kingdom",3,3,21.904911,2015-02-04,2,4,2,242
"11023","1007732","Virgin Islands, British",3,3,9.05120166104334,2015-02-04,2,4,1,241
"159111","1016933","Australia",2,3,4.36666666666667,2015-02-04,2,4,1,241
"153664","1003241","Australia",2,2,120.7505,2015-02-04,2,3,4,234
"1752","1017819","UAE",2,2,52.1491370360758,2015-02-04,2,3,3,233
"163610","1017571","Australia",2,2,22.54,2015-02-04,2,3,2,232
"285782","1009928","Australia",2,2,19.242,2015-02-04,2,3,2,232
"149180","1017843","United Kingdom",2,1,4167.45,2015-02-04,2,2,5,225
"56833","1016268","India",2,1,12.438534907864,2015-02-04,2,2,1,221
"60338","1015050","India",3,1,8.24085128471322,2015-02-04,2,2,1,221
"145370","1017587","United Kingdom",4,39,2060.82692307692,2015-02-04,1,5,5,155
"74918","1019487","UAE",4,3,540.89685829224,2015-02-04,1,4,5,145
"243744","1017172","United Kingdom",5,3,54.8563972,2015-02-04,1,4,3,143
"56358","1008007","Virgin Islands, British",6,3,35.195302361796,2015-02-04,1,4,2,142
"1039","1016651","Malta",6,3,26.8618273423306,2015-02-04,1,4,2,142
"246448","1000138","United Kingdom",5,2,82.27739525,2015-02-04,1,3,4,134
"153833","1014699","Australia",6,2,37.12,2015-02-04,1,3,3,133
"113779","1017539","United Kingdom",5,1,233.6534424,2015-02-04,1,2,4,124
"144952","1018336","United Kingdom",5,1,29.6182656,2015-02-04,1,2,2,122
"179922","1010509","Malta",4,1,19.3210359161348,2015-02-04,1,2,2,122
