"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"3153075","1014091","UAE",1,68,13090.7066792879,2015-03-16,5,5,5,555
"3098483","1006045","Virgin Islands, British",1,11783,12316.921132899,2015-03-16,5,5,5,555
"3089331","1016836","United Kingdom",1,62,11726.3726907258,2015-03-16,5,5,5,555
"3100295","1009182","Virgin Islands, British",1,988,11584.8414634131,2015-03-16,5,5,5,555
"3127173","1011160","Malta",1,94,10537.7943101986,2015-03-16,5,5,5,555
"3060483","1002557","UAE",1,169,8941.82603928994,2015-03-16,5,5,5,555
"3098890","1005229","Virgin Islands, British",1,5703,8620.63612703068,2015-03-16,5,5,5,555
"3127172","1017675","Virgin Islands, British",1,83,8057.9612271864,2015-03-16,5,5,5,555
"3062177","1024189","United Kingdom",1,1706,7539.60345062811,2015-03-16,5,5,5,555
"3089354","1002832","United Kingdom",1,395,7027.29027595927,2015-03-16,5,5,5,555
"3127170","1017664","Virgin Islands, British",1,101,6971.11973917778,2015-03-16,5,5,5,555
"3099781","1018528","Virgin Islands, British",1,48,6931.64827599095,2015-03-16,5,5,5,555
"3089953","1006642","United Kingdom",1,286,6798.15729231469,2015-03-16,5,5,5,555
"3131075","1018460","UAE",1,155,6439.96986652766,2015-03-16,5,5,5,555
"3105308","1004248","Dominica",1,349,5964.47903611576,2015-03-16,5,5,5,555
"3098623","1018838","Seychelles",1,2837,5851.67794695931,2015-03-16,5,5,5,555
"3060466","1000862","Cyprus",1,554,5580.85594234782,2015-03-16,5,5,5,555
"3172716","1019028","Australia",0,97,5523.74659793814,2015-03-16,5,5,5,555
"3091546","1001673","Australia",1,113,5491.98989823009,2015-03-16,5,5,5,555
"3106155","1018478","Virgin Islands, British",1,205,5418.99918607261,2015-03-16,5,5,5,555
"3127176","1011689","Malta",1,41,5407.15459294126,2015-03-16,5,5,5,555
"3064055","1021593","UAE",1,209,5341.69817432737,2015-03-16,5,5,5,555
"3237830","1018016","Ireland",0,363,5288.6786663594,2015-03-16,5,5,5,555
"3099417","1017663","Virgin Islands, British",1,161,5228.67535946886,2015-03-16,5,5,5,555
"3104457","1007964","United Kingdom",1,399,5136.57375528434,2015-03-16,5,5,5,555
"3098701","1005552","UAE",1,187,5118.8451826258,2015-03-16,5,5,5,555
"3104901","1003789","Dominica",1,42,5002.17312172994,2015-03-16,5,5,5,555
"3062138","1007951","UAE",1,99,4990.35723457859,2015-03-16,5,5,5,555
"3064159","1011048","UAE",1,44,4900.78822568182,2015-03-16,5,5,5,555
"3100115","1021326","UAE",1,117,4891.54064034202,2015-03-16,5,5,5,555
"3102331","1000957","Seychelles",1,46,4889.94368861194,2015-03-16,5,5,5,555
"3100490","1002117","Seychelles",1,311,4849.29283677871,2015-03-16,5,5,5,555
"3098648","1011128","UAE",1,39,4821.72430335391,2015-03-16,5,5,5,555
"3099146","1007971","Virgin Islands, British",1,1644,4762.75835220196,2015-03-16,5,5,5,555
"3124801","1001109","Seychelles",1,44,4721.64366175591,2015-03-16,5,5,5,555
"3162474","1006666","Bahrain",1,42,4676.87939289896,2015-03-16,5,5,5,555
"3100674","1010165","Dominica",1,121,4416.17411672132,2015-03-16,5,5,5,555
"3100820","1006234","Malta",1,64,4331.84399666675,2015-03-16,5,5,5,555
"3134432","1020709","Dominica",1,84,4298.00025570032,2015-03-16,5,5,5,555
"3103230","1001469","United Kingdom",1,738,4285.21059462875,2015-03-16,5,5,5,555
"3059863","1005945","United Kingdom",1,1298,4256.34144667254,2015-03-16,5,5,5,555
"3105649","1004534","Virgin Islands, British",1,78,4249.26830518289,2015-03-16,5,5,5,555
"3128691","1005277","Virgin Islands, British",1,42,4206.22770272621,2015-03-16,5,5,5,555
"3098434","1005043","Malta",1,121,4200.36635151979,2015-03-16,5,5,5,555
"3098375","1009080","India",1,4355,4177.00607026791,2015-03-16,5,5,5,555
"3102522","1009482","Virgin Islands, British",1,151,4173.06423095281,2015-03-16,5,5,5,555
"3101680","1010595","Dominica",1,63,4131.53970835322,2015-03-16,5,5,5,555
"3099185","1004508","Virgin Islands, British",1,43,4060.6112344751,2015-03-16,5,5,5,555
"3116767","1015956","UAE",1,47,4028.26625690213,2015-03-16,5,5,5,555
"3103547","1005181","UAE",1,74,3997.25941040736,2015-03-16,5,5,5,555
"3088394","1022711","Australia",1,175,3996.455672,2015-03-16,5,5,5,555
"3081396","1020233","Ireland",1,60,3977.23801917743,2015-03-16,5,5,5,555
"3101755","1001813","Malta",1,341,3894.67713090304,2015-03-16,5,5,5,555
"3151258","1007433","Virgin Islands, British",1,49,3887.12683405715,2015-03-16,5,5,5,555
"3090381","1013872","Australia",1,49,3812.245,2015-03-16,5,5,5,555
"3100805","1002137","Malta",1,226,3803.90124717363,2015-03-16,5,5,5,555
"3088501","1021540","Australia",1,122,3792.01823360656,2015-03-16,5,5,5,555
"3060320","1001112","United Kingdom",1,793,3773.73506017485,2015-03-16,5,5,5,555
"3098621","1008471","Dominica",1,37,3735.07176392252,2015-03-16,5,5,5,555
"3088519","1023895","Australia",1,74,3663.30108108108,2015-03-16,5,5,5,555
"3062244","1001960","Cyprus",1,382,3658.92995591045,2015-03-16,5,5,5,555
"3062316","1011399","UAE",1,50,3657.6841708,2015-03-16,5,5,5,555
"3099792","1007822","UAE",1,71,3649.9194273905,2015-03-16,5,5,5,555
"3061454","1014470","UAE",1,275,3585.83833040695,2015-03-16,5,5,5,555
"3127913","1017680","Seychelles",1,46,3519.11126652867,2015-03-16,5,5,5,555
"3104976","1006087","Virgin Islands, British",1,143,3498.7637801347,2015-03-16,5,5,5,555
"3104932","1003315","UAE",1,329,3493.02120500939,2015-03-16,5,5,5,555
"3068840","1006955","UAE",1,127,3466.59979911929,2015-03-16,5,5,5,555
"3060358","1017730","Cyprus",1,465,3431.67531009656,2015-03-16,5,5,5,555
"3101641","1022011","Seychelles",1,397,3414.05321500118,2015-03-16,5,5,5,555
"3099143","1014898","UAE",1,143,3401.38182984599,2015-03-16,5,5,5,555
"3130601","1013667","Malta",1,41,3389.8661035815,2015-03-16,5,5,5,555
"3133724","1000789","Pakistan",1,262,3341.17139793185,2015-03-16,5,5,5,555
"3238859","1010525","Australia",0,226,3312.69020530973,2015-03-16,5,5,5,555
"3242171","1005344","United Kingdom",0,72,3295.45907359444,2015-03-16,5,5,5,555
"3127792","1002532","UAE",1,151,3283.15689554391,2015-03-16,5,5,5,555
"3141595","1022059","Malta",1,39,3278.27793732969,2015-03-16,5,5,5,555
"3100450","1007680","Malta",1,50,3265.18382868886,2015-03-16,5,5,5,555
"3061927","1007960","United Kingdom",1,121,3258.5009512462,2015-03-16,5,5,5,555
"3247925","1001257","UAE",0,210,3217.24294291405,2015-03-16,5,5,5,555
"3062118","1021321","United Kingdom",1,767,3194.37000347841,2015-03-16,5,5,5,555
"3097465","1007199","Australia",1,37,3194.12857567568,2015-03-16,5,5,5,555
"3107564","1018103","United Kingdom",1,237,3192.3396789243,2015-03-16,5,5,5,555
"3106062","1008872","Seychelles",1,209,3182.60329418244,2015-03-16,5,5,5,555
"3112538","1022843","Cyprus",1,105,3111.85229208381,2015-03-16,5,5,5,555
"3135491","1006161","Dominica",1,49,3094.36811688141,2015-03-16,5,5,5,555
"3101988","1007737","Seychelles",1,119,3093.16038841271,2015-03-16,5,5,5,555
"3099125","1009344","Virgin Islands, British",1,560,3067.10508033423,2015-03-16,5,5,5,555
"3160797","1007556","UAE",1,166,3064.80947974155,2015-03-16,5,5,5,555
"3098366","1009306","UAE",1,96,3052.92368967805,2015-03-16,5,5,5,555
"3141494","1005532","Seychelles",1,52,3038.05607678927,2015-03-16,5,5,5,555
"3104808","1017922","UAE",1,133,3018.67506195301,2015-03-16,5,5,5,555
"3222661","1022885","Belarus",0,1276,3006.04205166643,2015-03-16,5,5,5,555
"3100261","1017904","UAE",1,158,3004.35081384255,2015-03-16,5,5,5,555
"3069478","1008487","Cyprus",1,58,3003.11733739069,2015-03-16,5,5,5,555
"3102192","1008626","UAE",1,562,2997.19674067701,2015-03-16,5,5,5,555
"3099949","1003955","Seychelles",1,78,2982.15419623876,2015-03-16,5,5,5,555
"3100227","1017911","Seychelles",1,2124,2978.6472880335,2015-03-16,5,5,5,555
"3112514","1017369","United Kingdom",1,46,2965.80831086957,2015-03-16,5,5,5,555
"3066341","1001364","United Kingdom",1,88,2964.46413465773,2015-03-16,5,5,5,555
"3101044","1007442","Malta",1,129,2958.40656986316,2015-03-16,5,5,5,555
"3103680","1007153","Seychelles",1,146,2951.16672430307,2015-03-16,5,5,5,555
"3138294","1007407","UAE",1,40,2942.90546613274,2015-03-16,5,5,5,555
"3098843","1012360","Dominica",1,99,2929.92065045404,2015-03-16,5,5,5,555
"3151628","1002089","Seychelles",1,51,2925.30903386778,2015-03-16,5,5,5,555
"3099724","1006964","Seychelles",1,312,2918.78051804023,2015-03-16,5,5,5,555
"3100000","1006807","Dominica",1,211,2907.65720001791,2015-03-16,5,5,5,555
"3103459","1002198","Virgin Islands, British",1,198,2891.78653542493,2015-03-16,5,5,5,555
"3062254","1003293","Cyprus",1,368,2874.56048357228,2015-03-16,5,5,5,555
"3105528","1002694","Virgin Islands, British",1,125,2855.20262879785,2015-03-16,5,5,5,555
"3066805","1006689","United Kingdom",1,238,2851.07624700076,2015-03-16,5,5,5,555
"3105571","1003594","Virgin Islands, British",1,368,2840.7256370256,2015-03-16,5,5,5,555
"3100849","1002624","Malta",1,130,2839.1414535251,2015-03-16,5,5,5,555
"3231747","1011209","Australia",0,723,2819.38211715076,2015-03-16,5,5,5,555
"3060133","1017587","United Kingdom",1,3578,2809.74978964935,2015-03-16,5,5,5,555
"3098517","1006672","Dominica",1,51,2808.10119780169,2015-03-16,5,5,5,555
"3129846","1017794","Dominica",1,949,2804.44125897191,2015-03-16,5,5,5,555
"3104452","1017144","Seychelles",1,137,2803.00454538951,2015-03-16,5,5,5,555
"3092235","1019096","Australia",1,103,2785.16328349515,2015-03-16,5,5,5,555
"3101346","1011507","Virgin Islands, British",1,176,2779.83840425715,2015-03-16,5,5,5,555
"3068234","1008690","UAE",1,99,2773.20003763343,2015-03-16,5,5,5,555
"3118668","1021722","Malta",1,64,2771.94606689328,2015-03-16,5,5,5,555
"3063055","1000723","United Kingdom",1,75,2763.94018808,2015-03-16,5,5,5,555
"3105562","1005881","Virgin Islands, British",1,160,2756.99006319599,2015-03-16,5,5,5,555
"3098535","1006148","Dominica",1,306,2751.53992463763,2015-03-16,5,5,5,555
"3092778","1008594","Australia",1,60,2746.342505,2015-03-16,5,5,5,555
"3082499","1010602","Ireland",1,45,2745.5136460865,2015-03-16,5,5,5,555
"3107196","1021104","UAE",1,146,2740.14833746034,2015-03-16,5,5,5,555
"3101145","1007563","Virgin Islands, British",1,752,2738.61822472494,2015-03-16,5,5,5,555
"3173979","1020417","United Kingdom",1,77,2727.08120464701,2015-03-16,5,5,5,555
"3060311","1019941","United Kingdom",1,301,2720.40667747033,2015-03-16,5,5,5,555
"3061730","1023209","United Kingdom",1,271,2714.91841699321,2015-03-16,5,5,5,555
