"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"2419777","1000723","United Kingdom",0,86,13286.3375750947,2015-03-08,5,5,5,555
"2476556","1009182","Virgin Islands, British",0,6868,11258.094843725,2015-03-08,5,5,5,555
"2477421","1006237","UAE",0,63,8543.05398177605,2015-03-08,5,5,5,555
"2404904","1002170","Australia",0,67,6968.48835820896,2015-03-08,5,5,5,555
"2487163","1011128","UAE",0,51,6627.60051624295,2015-03-08,5,5,5,555
"2477613","1017663","Virgin Islands, British",0,166,6514.52041040269,2015-03-08,5,5,5,555
"2479322","1017675","Virgin Islands, British",0,57,6481.85612788899,2015-03-08,5,5,5,555
"2428199","1008656","UAE",0,72,6299.10746263778,2015-03-08,5,5,5,555
"2440935","1008925","United Kingdom",0,229,6114.59224911747,2015-03-08,5,5,5,555
"2476658","1009080","India",0,1606,6061.14634183025,2015-03-08,5,5,5,555
"2467117","1007563","Virgin Islands, British",0,15749,5962.37879823228,2015-03-08,5,5,5,555
"2476697","1009735","Virgin Islands, British",0,67,5750.46254712139,2015-03-08,5,5,5,555
"2503150","1007973","Malta",0,79,5719.16344750757,2015-03-08,5,5,5,555
"2445389","1020841","United Kingdom",0,212,5379.04821042491,2015-03-08,5,5,5,555
"2495985","1002117","Seychelles",0,148,5351.29268419986,2015-03-08,5,5,5,555
"2405517","1017684","Australia",0,578,5307.65278961938,2015-03-08,5,5,5,555
"2404888","1013275","Australia",0,71,5189.70443661972,2015-03-08,5,5,5,555
"2439325","1024189","United Kingdom",0,3511,5153.09718518322,2015-03-08,5,5,5,555
"2482166","1018013","Virgin Islands, British",0,323,5083.38057983168,2015-03-08,5,5,5,555
"2426903","1011048","UAE",0,313,4988.12657220933,2015-03-08,5,5,5,555
"2446968","1000862","Cyprus",0,676,4961.78577625987,2015-03-08,5,5,5,555
"2617856","1009264","United Kingdom",0,57,4689.79659843018,2015-03-08,5,5,5,555
"2525561","1011689","Malta",0,47,4686.78935263994,2015-03-08,5,5,5,555
"2473684","1006234","Malta",0,74,4606.59463821262,2015-03-08,5,5,5,555
"2476832","1005181","UAE",0,215,4603.36420155257,2015-03-08,5,5,5,555
"2424968","1001810","United Kingdom",0,126,4564.25007739182,2015-03-08,5,5,5,555
"2481810","1001469","United Kingdom",0,169,4476.63417028749,2015-03-08,5,5,5,555
"2477569","1003315","UAE",0,333,4469.04877964564,2015-03-08,5,5,5,555
"2725522","1009614","Dominica",0,62,4391.52262338951,2015-03-08,5,5,5,555
"2481158","1001924","Indonesia",0,60,4363.75523919297,2015-03-08,5,5,5,555
"2424935","1002557","UAE",0,1376,4352.42598916922,2015-03-08,5,5,5,555
"2510099","1010165","Dominica",0,305,4308.40897492067,2015-03-08,5,5,5,555
"2450563","1013355","United Kingdom",0,172,4287.15352468047,2015-03-08,5,5,5,555
"2417315","1004035","Australia",0,53,4231.95141132076,2015-03-08,5,5,5,555
"2477795","1005552","UAE",0,237,4221.60155341504,2015-03-08,5,5,5,555
"2439898","1008016","United Kingdom",0,190,4183.18482274858,2015-03-08,5,5,5,555
"2494797","1006336","Seychelles",0,309,4110.14425065426,2015-03-08,5,5,5,555
"2483527","1011355","Mauritius",0,171,4011.55271589098,2015-03-08,5,5,5,555
"2424995","1006834","UAE",0,48,4001.53401885625,2015-03-08,5,5,5,555
"2490876","1004248","Dominica",0,1155,3965.15583306998,2015-03-08,5,5,5,555
"2489431","1002198","Virgin Islands, British",0,178,3935.53782142453,2015-03-08,5,5,5,555
"2476690","1009239","UAE",0,59,3821.43607241097,2015-03-08,5,5,5,555
"2494207","1002532","UAE",0,295,3804.55832524493,2015-03-08,5,5,5,555
"2424482","1001112","United Kingdom",0,693,3800.53346673968,2015-03-08,5,5,5,555
"2477120","1005525","Virgin Islands, British",0,2526,3774.09821115645,2015-03-08,5,5,5,555
"2477893","1022011","Seychelles",0,714,3739.46213507779,2015-03-08,5,5,5,555
"2424787","1023028","United Kingdom",0,60,3703.50609404933,2015-03-08,5,5,5,555
"2406129","1019096","Australia",0,155,3698.31059935484,2015-03-08,5,5,5,555
"2480413","1010999","Dominica",0,80,3685.60223100578,2015-03-08,5,5,5,555
"2491464","1004534","Virgin Islands, British",0,99,3665.49590046711,2015-03-08,5,5,5,555
"2443711","1002832","United Kingdom",0,406,3662.65000860163,2015-03-08,5,5,5,555
"2425702","1005945","United Kingdom",0,9942,3657.06750636378,2015-03-08,5,5,5,555
"2487214","1018528","Virgin Islands, British",0,171,3647.73565474487,2015-03-08,5,5,5,555
"2476324","1008471","Dominica",0,141,3611.23282104944,2015-03-08,5,5,5,555
"2486882","1002342","Seychelles",0,273,3610.93245429936,2015-03-08,5,5,5,555
"2421804","1019874","United Kingdom",0,89,3590.59494894517,2015-03-08,5,5,5,555
"2501368","1007336","Virgin Islands, British",0,51,3589.99047072513,2015-03-08,5,5,5,555
"2469729","1001095","Malta",0,82,3558.98300953337,2015-03-08,5,5,5,555
"2425571","1016836","United Kingdom",0,455,3496.11897690536,2015-03-08,5,5,5,555
"2418203","1003364","Australia",0,73,3480.68067123288,2015-03-08,5,5,5,555
"2473719","1011028","Virgin Islands, British",0,52,3449.32043536753,2015-03-08,5,5,5,555
"2426667","1006144","United Kingdom",0,52,3445.90998790692,2015-03-08,5,5,5,555
"2630730","1020417","United Kingdom",0,123,3416.03614317626,2015-03-08,5,5,5,555
"2481478","1007596","United Kingdom",0,49,3411.56054521296,2015-03-08,5,5,5,555
"2484930","1017911","Seychelles",0,3025,3310.73338334928,2015-03-08,5,5,5,555
"2437762","1017730","Cyprus",0,82,3301.01244861195,2015-03-08,5,5,5,555
"2480700","1006954","UAE",0,51,3290.1096096966,2015-03-08,5,5,5,555
"2485366","1009482","Virgin Islands, British",0,231,3255.60807055888,2015-03-08,5,5,5,555
"2439300","1017839","UAE",0,196,3255.10465680061,2015-03-08,5,5,5,555
"2489538","1000957","Seychelles",0,47,3244.210252054,2015-03-08,5,5,5,555
