"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"113783","1016797","United Kingdom",1,6,32.036411925,2015-01-23,5,4,3,543
"153809","1017285","Australia",1,2,42.4802,2015-01-23,5,3,3,533
"167094","1000133","Netherlands",1,2,23.7752551397722,2015-01-23,5,3,2,532
"153791","1016649","Australia",0,1,168,2015-01-23,5,2,4,524
"352026","1017553","United Kingdom",3,19,2327.11123157895,2015-01-23,4,5,5,455
"352019","1017843","United Kingdom",2,15,2268.82734453333,2015-01-23,4,5,4,454
"107782","1017293","United Kingdom",3,10,4.0140814,2015-01-23,4,4,1,441
"351401","1017587","United Kingdom",4,14,1425.32642857143,2015-01-23,3,5,4,354
"153928","1019028","Australia",4,2,153.79,2015-01-23,3,3,3,333
"159155","1017307","Australia",4,2,5.376,2015-01-23,3,3,2,332
"159276","1000503","United Kingdom",4,2,5.151,2015-01-23,3,3,2,332
"298911","1019549","United Kingdom",5,5,2387.64,2015-01-23,2,4,5,245
"332204","1016144","India",5,1,2584.78886010363,2015-01-23,2,2,5,225
