"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"50461","1012845","UAE",0,14,4389.27147077734,2015-02-13,5,5,5,555
"95653","1018187","Cyprus",0,11,3064.37673407727,2015-02-13,5,5,5,555
"95671","1020417","United Kingdom",0,47,2110.1200195883,2015-02-13,5,5,5,555
"298","1017205","Malta",0,27,1428.03333130029,2015-02-13,5,5,5,555
"115705","1020008","UAE",0,68,1276.52008188971,2015-02-13,5,5,5,555
"825","1016903","United Kingdom",0,56,1155.30801782702,2015-02-13,5,5,5,555
"174958","1004038","Malta",0,11,951.112048801176,2015-02-13,5,5,5,555
"240441","1020510","United Kingdom",0,11,716.650090909091,2015-02-13,5,5,5,555
"50744","1011688","UAE",0,8,682.799596093953,2015-02-13,5,5,5,555
"153770","1012366","Australia",0,27,565.987744444445,2015-02-13,5,5,5,555
"54408","1018854","Seychelles",0,10,492.523490461977,2015-02-13,5,5,4,554
"110726","1016797","United Kingdom",0,237,472.006427159747,2015-02-13,5,5,4,554
"49841","1004339","Virgin Islands, British",0,5,329.840072670646,2015-02-13,5,5,4,554
"375","1006651","Malta",0,5,267.801914092915,2015-02-13,5,5,4,554
"103959","1016986","United Kingdom",0,5,259.72131843,2015-02-13,5,5,4,554
"153801","1020679","Australia",0,7,257.627414285714,2015-02-13,5,5,4,554
"54051","1009855","UAE",0,5,249.285751362575,2015-02-13,5,5,4,554
"1286","1018489","UAE",0,6,242.504217492863,2015-02-13,5,5,4,554
"1963","1005726","UAE",0,22,233.040177276266,2015-02-13,5,5,4,554
"1262","1016190","Seychelles",0,7,196.9019156177,2015-02-13,5,5,4,554
"54403","1016799","Virgin Islands, British",0,10,189.282052945757,2015-02-13,5,5,4,554
"54411","1017320","Seychelles",0,12,176.459374188944,2015-02-13,5,5,4,554
"818","1012396","UAE",0,7,137.682606443031,2015-02-13,5,5,3,553
"143936","1018522","UAE",0,5,135.648513,2015-02-13,5,5,3,553
"1276","1009647","Malta",0,6,134.423864813133,2015-02-13,5,5,3,553
"249102","1020596","United Kingdom",0,14,107.654271428571,2015-02-13,5,5,3,553
"361162","1015218","Cyprus",0,11,52.4335519963636,2015-02-13,5,5,2,552
"256573","1021612","United Kingdom",0,9,45.5004906666667,2015-02-13,5,5,2,552
"122926","1020319","Cyprus",0,6,42.65352,2015-02-13,5,5,2,552
"112444","1017269","United Kingdom",0,5,40.284904,2015-02-13,5,5,2,552
"263754","1002455","United Kingdom",0,8,21.4500324375,2015-02-13,5,5,1,551
"159362","1000133","Netherlands",0,50,17.1316314199053,2015-02-13,5,5,1,551
"56368","1006293","United Kingdom",0,22,14.1128967908713,2015-02-13,5,5,1,551
"381830","1016597","Ukraine",0,8,9.52986615756958,2015-02-13,5,5,1,551
"556748","1007324","Australia",0,6,6.86666666666667,2015-02-13,5,5,1,551
"101676","1017095","UAE",0,3,11794.545,2015-02-13,5,4,5,545
"58724","1019146","Virgin Islands, British",0,3,3455.14858551778,2015-02-13,5,4,5,545
"161660","1010554","Australia",0,2,2062.5,2015-02-13,5,4,5,545
"1693","1014495","UAE",0,4,709.461582792631,2015-02-13,5,4,5,545
"1754","1017080","Seychelles",0,3,660.673293331325,2015-02-13,5,4,5,545
"49786","1010226","Virgin Islands, British",0,2,619.995295873346,2015-02-13,5,4,5,545
"241571","1017011","United Kingdom",0,3,395.8489944,2015-02-13,5,4,4,544
"54425","1016651","Malta",0,4,267.245096507129,2015-02-13,5,4,4,544
"262511","1019671","United Kingdom",0,2,247.2375,2015-02-13,5,4,4,544
"159438","1016444","Australia",0,4,235.75,2015-02-13,5,4,4,544
"159439","1014256","Australia",0,2,234.31,2015-02-13,5,4,4,544
"242834","1017914","United Kingdom",0,2,226.02689598,2015-02-13,5,4,4,544
"1996","1016397","Malta",0,2,213.747080197249,2015-02-13,5,4,4,544
"852","1009174","Seychelles",0,2,211.171814170776,2015-02-13,5,4,4,544
"151242","1018425","United Kingdom",0,2,192.4965,2015-02-13,5,4,4,544
"1273","1012173","UAE",0,3,141.639631456008,2015-02-13,5,4,3,543
"286082","1002409","Australia",0,4,137.34725,2015-02-13,5,4,3,543
"1414","1010264","Dominica",0,2,132.787154490008,2015-02-13,5,4,3,543
"355775","1017159","United Kingdom",0,2,129.77948175,2015-02-13,5,4,3,543
"239819","1019838","United Kingdom",0,2,125.597540055,2015-02-13,5,4,3,543
"96917","1022210","United Kingdom",0,4,91.477467,2015-02-13,5,4,3,543
"154080","1017224","Australia",0,3,82,2015-02-13,5,4,3,543
"103523","1023142","United Kingdom",0,2,80.443692,2015-02-13,5,4,3,543
"289771","1010441","Ireland",0,3,78.5159278959809,2015-02-13,5,4,3,543
"134992","1016905","Cyprus",0,3,77.87178,2015-02-13,5,4,3,543
"153407","1013680","Australia",0,2,60.7,2015-02-13,5,4,2,542
"1254","1013427","Virgin Islands, British",0,2,53.1148617960031,2015-02-13,5,4,2,542
"113471","1018275","United Kingdom",0,2,49.53312,2015-02-13,5,4,2,542
"1428","1013457","Virgin Islands, British",0,3,47.7368479107189,2015-02-13,5,4,2,542
"154077","1015352","Australia",0,2,41.0014,2015-02-13,5,4,2,542
"124138","1017003","Cyprus",0,2,34.124382,2015-02-13,5,4,2,542
"97854","1019527","United Kingdom",0,4,33.240375,2015-02-13,5,4,2,542
"135006","1017367","United Kingdom",0,2,31.9214763,2015-02-13,5,4,2,542
"528468","1008764","Australia",0,3,26.8136,2015-02-13,5,4,2,542
"124109","1018571","United Kingdom",0,2,24.208968345,2015-02-13,5,4,1,541
"286064","1021592","Australia",0,2,23.5295,2015-02-13,5,4,1,541
"104567","1023308","United Kingdom",0,2,23.29803,2015-02-13,5,4,1,541
"539531","1018630","United Kingdom",0,2,22.77428,2015-02-13,5,4,1,541
"124127","1014353","United Kingdom",0,2,16.354562175,2015-02-13,5,4,1,541
"153564","1023147","Australia",0,2,16.275,2015-02-13,5,4,1,541
