"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"112667","1016797","United Kingdom",1,10,28.958796405,2015-01-27,5,5,3,553
"167137","1000133","Netherlands",1,3,16.5675370507322,2015-01-27,5,4,2,542
"113053","1022210","United Kingdom",1,2,10.95444,2015-01-27,5,3,1,531
"153865","1006058","Australia",1,1,28.2,2015-01-27,5,2,3,523
"111435","1002455","United Kingdom",2,2,12.641265,2015-01-27,3,3,2,332
"74082","1018787","UAE",2,1,7.20623815857773,2015-01-27,3,2,1,321
"148596","1019549","United Kingdom",3,6,347.2875,2015-01-27,2,4,5,245
"153791","1016649","Australia",4,1,168,2015-01-27,2,2,4,224
"352019","1017843","United Kingdom",6,13,1390.63443923077,2015-01-27,1,5,5,155
"153809","1017285","Australia",5,2,42.4802,2015-01-27,1,3,4,134
