"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"68652","1017911","Seychelles",0,7,48889.0728967038,2015-02-14,5,5,5,555
"138558","1017910","UAE",0,5,39590.775,2015-02-14,5,5,5,555
"148006","1020841","United Kingdom",0,3,36514.8,2015-02-14,5,5,5,555
"165021","1018016","Ireland",0,6,32160.1908001775,2015-02-14,5,5,5,555
"9700","1017315","UAE",0,3,24035.8162470802,2015-02-14,5,5,5,555
"74510","1015799","Seychelles",0,6,22984.2492862704,2015-02-14,5,5,5,555
"139929","1023209","United Kingdom",0,7,21924.90342,2015-02-14,5,5,5,555
"143505","1024189","United Kingdom",0,26,15876,2015-02-14,5,5,5,555
"74343","1009590","Seychelles",0,4,15129.6235238775,2015-02-14,5,5,5,555
"149784","1018103","United Kingdom",0,6,11230.32519,2015-02-14,5,5,5,555
"79087","1016584","Seychelles",0,8,9379.60173079418,2015-02-14,5,5,5,555
"91678","1018409","Malta",0,14,9197.40625811057,2015-02-14,5,5,5,555
"158784","1017684","Australia",0,16,8566.5075,2015-02-14,5,5,5,555
"75296","1018528","Virgin Islands, British",0,3,8317.0111291526,2015-02-14,5,5,5,555
"82241","1017682","UAE",0,12,8310.64528614067,2015-02-14,5,5,5,555
"91823","1017663","Virgin Islands, British",0,5,7931.02102906825,2015-02-14,5,5,5,555
"145736","1018228","United Kingdom",0,20,7523.623996875,2015-02-14,5,5,5,555
"75328","1018013","Virgin Islands, British",0,16,7439.58301323644,2015-02-14,5,5,5,555
"138566","1004788","UAE",0,15,7264.2348639,2015-02-14,5,5,5,555
"89209","1017664","Virgin Islands, British",0,4,7081.54377757592,2015-02-14,5,5,5,555
"75246","1018588","Virgin Islands, British",0,8,6349.63442169657,2015-02-14,5,5,5,555
"145181","1022754","United Kingdom",0,5,6280.9425,2015-02-14,5,5,5,555
"97000","1017095","UAE",0,8,6060.166875,2015-02-14,5,5,5,555
"146213","1017553","United Kingdom",0,15,5965.8658688,2015-02-14,5,5,5,555
"76358","1017675","Virgin Islands, British",0,4,5669.50610076564,2015-02-14,5,5,5,555
"714","1015452","Dominica",0,25,5593.11727225539,2015-02-14,5,5,5,555
"50392","1022885","Belarus",0,20,5524.21037368948,2015-02-14,5,5,5,555
"795","1017956","Dominica",0,6,5459.13476511809,2015-02-14,5,5,5,555
"6545","1015686","Virgin Islands, British",0,3,5189.16104334285,2015-02-14,5,5,5,555
"139716","1023111","UAE",0,8,4705.745625,2015-02-14,5,5,5,555
"74111","1023055","Virgin Islands, British",0,3,4604.18936542954,2015-02-14,5,5,5,555
"145049","1001733","United Kingdom",0,139,4505.75314127036,2015-02-14,5,5,5,555
"5551","1019750","UAE",0,3,4425.16545548923,2015-02-14,5,5,5,555
"74066","1020540","Malta",0,18,4263.49597716066,2015-02-14,5,5,5,555
"7618","1014548","Malta",0,3,4081.79665195952,2015-02-14,5,5,5,555
"75239","1015156","Seychelles",0,33,4056.04399169479,2015-02-14,5,5,5,555
"145043","1017897","United Kingdom",0,4,3962.5055253,2015-02-14,5,5,5,555
"74357","1017468","UAE",0,3,3583.91188684142,2015-02-14,5,5,5,555
"79972","1015163","Seychelles",0,8,3581.22931806385,2015-02-14,5,5,5,555
"167279","1016081","India",0,5,3570.98461766012,2015-02-14,5,5,5,555
"148706","1017636","United Kingdom",0,6,3517.857,2015-02-14,5,5,5,555
"4756","1008604","UAE",0,13,3495.42838747031,2015-02-14,5,5,5,555
"1795","1016361","Malta",0,4,3458.58436595672,2015-02-14,5,5,5,555
"122424","1020258","United Kingdom",0,3,3095.82,2015-02-14,5,5,5,555
"157814","1011894","United Kingdom",0,33,3066.95454545455,2015-02-14,5,5,5,555
"165439","1013586","Cyprus",0,4,2905.33463709141,2015-02-14,5,5,5,555
"9893","1019146","Virgin Islands, British",0,11,2838.80002241465,2015-02-14,5,5,5,555
"78012","1017173","Malta",0,11,2731.3915293278,2015-02-14,5,5,5,555
"55700","1013475","UAE",0,109,2722.98238677088,2015-02-14,5,5,5,555
"161273","1010554","Australia",0,3,2716.66666666667,2015-02-14,5,5,5,555
"75481","1009109","Malta",0,3,2704.02932779652,2015-02-14,5,5,5,555
"2688","1010015","Seychelles",0,27,2659.84443939787,2015-02-14,5,5,5,555
"137651","1005901","United Kingdom",0,257,2615.8719819607,2015-02-14,5,5,5,555
"68332","1009737","United Kingdom",0,4,2610.62764809888,2015-02-14,5,5,5,555
"165025","1019724","Finland",0,33,2585.2392357236,2015-02-14,5,5,5,555
"1172","1016939","Malta",0,12,2563.47250986245,2015-02-14,5,5,5,555
"936","1021659","Malta",0,8,2560.7833741565,2015-02-14,5,5,5,555
"16545","1017081","Virgin Islands, British",0,4,2557.56107254088,2015-02-14,5,5,5,555
"117878","1016317","United Kingdom",0,3,2541.60385605,2015-02-14,5,5,5,555
"17343","1015652","Malta",0,8,2526.97978847651,2015-02-14,5,5,5,555
"8818","1014951","Seychelles",0,15,2519.9506599468,2015-02-14,5,5,5,555
"631","1017426","Virgin Islands, British",0,41,2512.45465997354,2015-02-14,5,5,5,555
"162555","1005340","Australia",0,4,2438.4,2015-02-14,5,5,5,555
"60836","1019419","Seychelles",0,4,2430.40731248378,2015-02-14,5,5,5,555
"16252","1016338","Seychelles",0,3,2373.53685439917,2015-02-14,5,5,5,555
"122887","1018954","United Kingdom",0,5,2347.72295562,2015-02-14,5,5,5,555
"49685","1012688","Seychelles",0,13,2344.43368058855,2015-02-14,5,5,5,555
"163760","1016700","Poland",0,15,2289.48173273185,2015-02-14,5,5,5,555
"78182","1010066","Thailand",0,6,2272.67226836232,2015-02-14,5,5,5,555
"139551","1023475","United Kingdom",0,9,2270.922885,2015-02-14,5,5,5,555
"4896","1016994","Seychelles",0,6,2264.08804827407,2015-02-14,5,5,5,555
"153790","1017307","Australia",0,116,2250.75272155172,2015-02-14,5,5,5,555
"158252","1018650","United Kingdom",0,6,2245.2467625,2015-02-14,5,5,5,555
"104328","1019807","United Kingdom",0,12,2236.04199,2015-02-14,5,5,5,555
"108710","1013199","UAE",0,3,2182.95,2015-02-14,5,5,5,555
"54691","1016121","Virgin Islands, British",0,15,2139.17731917337,2015-02-14,5,5,5,555
"139400","1017945","United Kingdom",0,3,2120.2398,2015-02-14,5,5,5,555
"139102","1014865","UAE",0,4,2083.725,2015-02-14,5,5,5,555
"139082","1023028","United Kingdom",0,3,2069.48323575,2015-02-14,5,5,5,555
"102902","1020417","United Kingdom",0,63,2007.88637377476,2015-02-14,5,5,5,555
"161049","1021538","Australia",0,3,2002.13333333333,2015-02-14,5,5,5,555
"157953","1019862","United Kingdom",0,3,1984.5,2015-02-14,5,5,5,555
"94740","1019355","United Kingdom",0,4,1972.096875,2015-02-14,5,5,5,555
