"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"1417081","1010473","Virgin Islands, British",0,3949,12401.1183991905,2015-02-28,5,5,5,555
"1388927","1008925","United Kingdom",0,113,7725.72764170265,2015-02-28,5,5,5,555
"1458533","1010165","Dominica",0,287,7474.87121672069,2015-02-28,5,5,5,555
"1473784","1006846","Malta",0,47,7470.49489248697,2015-02-28,5,5,5,555
"1417137","1007563","Virgin Islands, British",0,18776,6933.89623771912,2015-02-28,5,5,5,555
"1581659","1004833","UAE",0,41,6589.31964113046,2015-02-28,5,5,5,555
"1600004","1017682","UAE",0,47,6405.15633404418,2015-02-28,5,5,5,555
"1435675","1006237","UAE",0,101,6177.28001214228,2015-02-28,5,5,5,555
"1397492","1024189","United Kingdom",0,4314,6083.34653919431,2015-02-28,5,5,5,555
"1426237","1005525","Virgin Islands, British",0,3312,5942.76136287931,2015-02-28,5,5,5,555
"1376078","1007869","Australia",0,454,5926.9167623348,2015-02-28,5,5,5,555
"1417112","1018838","Seychelles",0,4857,5724.49873576626,2015-02-28,5,5,5,555
"1438169","1011689","Malta",0,48,5517.43285434739,2015-02-28,5,5,5,555
"1378244","1008630","Australia",0,216,5404.45351527778,2015-02-28,5,5,5,555
"1376666","1000998","Australia",0,200,5388.266791,2015-02-28,5,5,5,555
"1388143","1003293","Cyprus",0,70,5308.48515183543,2015-02-28,5,5,5,555
"1473349","1017663","Virgin Islands, British",0,77,5228.25592185426,2015-02-28,5,5,5,555
"1427778","1004168","Seychelles",0,94,5213.90035143528,2015-02-28,5,5,5,555
"1428380","1006531","Malta",0,59,5139.57666217732,2015-02-28,5,5,5,555
"1391460","1006056","Australia",0,73,5130.72339178082,2015-02-28,5,5,5,555
"1387654","1000138","United Kingdom",0,72,5123.13791737444,2015-02-28,5,5,5,555
"1379499","1019096","Australia",0,216,4926.84280416667,2015-02-28,5,5,5,555
