"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"298911","1019549","United Kingdom",0,5,2387.64,2015-01-18,5,5,4,554
"298023","1017843","United Kingdom",0,2,7977.081229,2015-01-18,5,2,5,525
"332204","1016144","India",0,1,2584.78886010363,2015-01-18,5,0,5,505
"159707","1017307","Australia",0,1,5.152,2015-01-18,5,0,1,501
"113439","1016797","United Kingdom",3,10,126.74818926,2015-01-18,3,5,3,353
"111569","1015744","United Kingdom",3,2,18.07621515,2015-01-18,3,2,2,322
"152002","1017539","United Kingdom",3,2,8.442063,2015-01-18,3,2,1,321
"332","1011655","UAE",4,3,153.053259756242,2015-01-18,2,4,4,244
"162300","1001815","Australia",6,3,31,2015-01-18,1,4,2,142
"153764","1014095","Australia",6,3,11,2015-01-18,1,4,1,141
"153828","1016798","Australia",6,3,9.86666666666667,2015-01-18,1,4,1,141
"1272","1017345","Mauritius",5,2,77.1935991435246,2015-01-18,1,2,3,123
