"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"351401","1017587","United Kingdom",0,14,1425.32642857143,2015-01-19,5,5,4,554
"147524","1016797","United Kingdom",0,10,125.2481454,2015-01-19,5,5,3,553
"153928","1019028","Australia",0,2,153.79,2015-01-19,5,4,4,544
"159155","1017307","Australia",0,2,5.376,2015-01-19,5,4,2,542
"159276","1000503","United Kingdom",0,2,5.151,2015-01-19,5,4,1,541
"298917","1017553","United Kingdom",0,1,22043.590673,2015-01-19,5,2,5,525
"298911","1019549","United Kingdom",1,5,2387.64,2015-01-19,3,5,4,354
"298023","1017843","United Kingdom",1,2,7977.081229,2015-01-19,3,4,5,345
"332204","1016144","India",1,1,2584.78886010363,2015-01-19,3,2,5,325
"332","1011655","UAE",5,3,153.053259756242,2015-01-19,2,4,3,243
"111569","1015744","United Kingdom",4,2,18.07621515,2015-01-19,2,4,2,242
"152002","1017539","United Kingdom",4,2,8.442063,2015-01-19,2,4,2,242
"1272","1017345","Mauritius",6,2,77.1935991435246,2015-01-19,1,4,3,143
