"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"112667","1016797","United Kingdom",0,10,28.958796405,2015-01-26,5,4,3,543
"167137","1000133","Netherlands",0,3,16.5675370507322,2015-01-26,5,3,2,532
"113053","1022210","United Kingdom",0,2,10.95444,2015-01-26,5,2,1,521
"153865","1006058","Australia",0,1,28.2,2015-01-26,5,1,2,512
"111435","1002455","United Kingdom",1,2,12.641265,2015-01-26,3,2,1,321
"74082","1018787","UAE",1,1,7.20623815857773,2015-01-26,3,1,1,311
"148596","1019549","United Kingdom",2,6,347.2875,2015-01-26,2,3,4,234
"153791","1016649","Australia",3,1,168,2015-01-26,2,1,4,214
"352019","1017843","United Kingdom",5,13,1390.63443923077,2015-01-26,1,5,5,155
"352026","1017553","United Kingdom",6,18,1231.75126261111,2015-01-26,1,5,5,155
"107782","1017293","United Kingdom",6,10,4.0140814,2015-01-26,1,4,1,141
"153809","1017285","Australia",4,2,42.4802,2015-01-26,1,2,3,123
