"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"498370","1018838","Seychelles",0,50,19498.9221498183,2015-02-20,5,5,5,555
"625210","1017682","UAE",0,41,14229.8816724343,2015-02-20,5,5,5,555
"488054","1009969","Virgin Islands, British",0,16253,9745.16194849158,2015-02-20,5,5,5,555
"527860","1007869","Australia",0,228,7255.29118640351,2015-02-20,5,5,5,555
"616240","1017664","Virgin Islands, British",0,34,6746.69843056625,2015-02-20,5,5,5,555
"488963","1023209","United Kingdom",0,162,6720.86080059031,2015-02-20,5,5,5,555
"617773","1005870","Malta",0,78,6220.72931484046,2015-02-20,5,5,5,555
"564733","1021759","United Kingdom",0,47,5971.97989833809,2015-02-20,5,5,5,555
"570886","1000865","United Kingdom",0,53,5554.82159808604,2015-02-20,5,5,5,555
"488503","1024189","United Kingdom",0,4561,5461.47551998758,2015-02-20,5,5,5,555
"510258","1011128","UAE",0,35,5427.88991236143,2015-02-20,5,5,5,555
"542779","1000862","Cyprus",0,740,5208.64104840442,2015-02-20,5,5,5,555
"488606","1001474","Virgin Islands, British",0,10127,4939.29834141916,2015-02-20,5,5,5,555
"516996","1006038","United Kingdom",0,83,4933.27997175631,2015-02-20,5,5,5,555
"505775","1005702","Seychelles",0,106,4614.67241293397,2015-02-20,5,5,5,555
"500794","1010595","Dominica",0,269,4614.43628230791,2015-02-20,5,5,5,555
"509446","1005770","United Kingdom",0,819,4565.66991403533,2015-02-20,5,5,5,555
"609816","1008885","Malta",0,84,4549.93909851758,2015-02-20,5,5,5,555
"646446","1018528","Virgin Islands, British",0,77,4540.74545338065,2015-02-20,5,5,5,555
"526518","1002170","Australia",0,112,4513.93003125,2015-02-20,5,5,5,555
"489460","1006274","UAE",0,41,4499.32712195122,2015-02-20,5,5,5,555
"611541","1017675","Virgin Islands, British",0,65,4479.37836459128,2015-02-20,5,5,5,555
"582549","1022843","Cyprus",0,84,4394.49075763929,2015-02-20,5,5,5,555
"491995","1019200","Malta",0,156,4369.70305267263,2015-02-20,5,5,5,555
"617076","1001747","Virgin Islands, British",0,104,4320.51081886802,2015-02-20,5,5,5,555
"496937","1002411","Seychelles",0,57,4316.16720450937,2015-02-20,5,5,5,555
"535402","1020008","UAE",0,211,4256.31243900242,2015-02-20,5,5,5,555
"554127","1017684","Australia",0,393,4240.62240839695,2015-02-20,5,5,5,555
"501481","1005769","Malta",0,71,4184.84808615919,2015-02-20,5,5,5,555
"488113","1004168","Seychelles",0,38,4093.52260985544,2015-02-20,5,5,5,555
"524120","1019724","Finland",0,351,4087.02273514554,2015-02-20,5,5,5,555
"620395","1003594","Virgin Islands, British",0,415,4079.29155676586,2015-02-20,5,5,5,555
"615589","1009482","Virgin Islands, British",0,43,3976.31708011519,2015-02-20,5,5,5,555
"488396","1018103","United Kingdom",0,136,3923.58443951507,2015-02-20,5,5,5,555
"500852","1006336","Seychelles",0,114,3791.85589231265,2015-02-20,5,5,5,555
"542481","1005901","United Kingdom",0,823,3720.63922760535,2015-02-20,5,5,5,555
"511915","1003789","Dominica",0,176,3674.90697128239,2015-02-20,5,5,5,555
"517424","1004519","Seychelles",0,460,3660.74172360924,2015-02-20,5,5,5,555
"512839","1013475","UAE",0,1296,3604.37178255736,2015-02-20,5,5,5,555
"487647","1006673","Cyprus",0,315,3603.56252301495,2015-02-20,5,5,5,555
"489762","1022284","UAE",0,85,3595.75346871564,2015-02-20,5,5,5,555
"488955","1002557","UAE",0,51,3563.55580305882,2015-02-20,5,5,5,555
"516245","1004833","UAE",0,45,3497.54467461978,2015-02-20,5,5,5,555
"637479","1015391","UAE",0,938,3446.10775370287,2015-02-20,5,5,5,555
"508010","1012435","UAE",0,47,3442.27969947286,2015-02-20,5,5,5,555
"575329","1009277","UAE",0,206,3439.98181945024,2015-02-20,5,5,5,555
"555622","1019148","United Kingdom",0,234,3417.71010381697,2015-02-20,5,5,5,555
"525391","1019096","Australia",0,107,3329.60153271028,2015-02-20,5,5,5,555
"529809","1008594","Australia",0,40,3308.5002875,2015-02-20,5,5,5,555
"505434","1007976","Seychelles",0,81,3247.99833760608,2015-02-20,5,5,5,555
"626032","1002160","Malta",0,435,3235.85809644631,2015-02-20,5,5,5,555
"654462","1007556","UAE",0,162,3221.97312653842,2015-02-20,5,5,5,555
"626604","1018552","United Kingdom",0,38,3221.84649013527,2015-02-20,5,5,5,555
"501347","1006087","Virgin Islands, British",0,105,3211.17329258554,2015-02-20,5,5,5,555
"523997","1016751","Australia",0,506,3204.06869505929,2015-02-20,5,5,5,555
"516764","1006297","UAE",0,100,3191.68450295077,2015-02-20,5,5,5,555
"502857","1001109","Seychelles",0,42,3185.15425772999,2015-02-20,5,5,5,555
"513454","1002117","Seychelles",0,124,3143.63786352656,2015-02-20,5,5,5,555
