"","ACCOUNT_ID","COUNTRY_OF_RESIDENCE_NAME","Recency","Frequency","Monetary","LAST_DATE","R_Score","F_Score","M_Score","Total_Score"
"553439","1018838","Seychelles",0,55,18783.7449996594,2015-02-21,5,5,5,555
"832704","1017682","UAE",0,39,14451.2451770292,2015-02-21,5,5,5,555
"546077","1009969","Virgin Islands, British",0,18663,9488.378023633,2015-02-21,5,5,5,555
"546598","1001469","United Kingdom",0,70,6902.26612025376,2015-02-21,5,5,5,555
"588714","1023209","United Kingdom",0,162,6409.5810231829,2015-02-21,5,5,5,555
"656196","1005870","Malta",0,79,6227.47118168599,2015-02-21,5,5,5,555
"582934","1021759","United Kingdom",0,54,5816.12105886833,2015-02-21,5,5,5,555
"592397","1005344","United Kingdom",0,48,5728.23679925417,2015-02-21,5,5,5,555
"564036","1024189","United Kingdom",0,5152,5632.65113466143,2015-02-21,5,5,5,555
"583965","1000862","Cyprus",0,771,5567.69516883371,2015-02-21,5,5,5,555
"591874","1000865","United Kingdom",0,54,5490.12008701037,2015-02-21,5,5,5,555
"620705","1006531","Malta",0,56,5484.41572364946,2015-02-21,5,5,5,555
"676143","1008224","United Kingdom",0,91,5378.62124259308,2015-02-21,5,5,5,555
"546563","1004248","Dominica",0,159,4952.47679056709,2015-02-21,5,5,5,555
"586964","1017910","UAE",0,102,4789.72260050784,2015-02-21,5,5,5,555
"553594","1002170","Australia",0,133,4771.65809398496,2015-02-21,5,5,5,555
"622333","1002342","Seychelles",0,40,4759.61150803428,2015-02-21,5,5,5,555
"563582","1011073","United Kingdom",0,47,4718.41542871362,2015-02-21,5,5,5,555
"620818","1006807","Dominica",0,75,4706.32424901394,2015-02-21,5,5,5,555
"575786","1006274","UAE",0,61,4680.35904262295,2015-02-21,5,5,5,555
"547125","1006195","UAE",0,191,4675.96539624763,2015-02-21,5,5,5,555
"547198","1001095","Malta",0,45,4589.76214768107,2015-02-21,5,5,5,555
"614969","1010595","Dominica",0,304,4494.08634301691,2015-02-21,5,5,5,555
"625310","1002411","Seychelles",0,61,4427.41523198249,2015-02-21,5,5,5,555
"608609","1017675","Virgin Islands, British",0,62,4364.87499416353,2015-02-21,5,5,5,555
"616339","1018528","Virgin Islands, British",0,90,4276.14251899335,2015-02-21,5,5,5,555
"625354","1003594","Virgin Islands, British",0,420,4268.79975132662,2015-02-21,5,5,5,555
"607952","1001747","Virgin Islands, British",0,124,4145.42040651343,2015-02-21,5,5,5,555
"554497","1019724","Finland",0,373,3998.41046321057,2015-02-21,5,5,5,555
"624211","1002064","Virgin Islands, British",0,37,3967.28169102944,2015-02-21,5,5,5,555
"600018","1018103","United Kingdom",0,149,3966.92772010101,2015-02-21,5,5,5,555
"564047","1022843","Cyprus",0,116,3884.40710560086,2015-02-21,5,5,5,555
"607302","1008885","Malta",0,113,3821.59552260845,2015-02-21,5,5,5,555
